heuristic,points,jaccard_index,time,exceptions
CuttingLargerAngle2,115,0.845650351454182,174514,false
CuttingLargerAngle2,120,0.9105924130788101,57937,false
CuttingLargerAngle2,125,0.8086025988240404,99661,false
CuttingLargerAngle2,130,0.8246632906775789,109630,false
CuttingLargerAngle2,135,0.8296352791456023,149184,false
CuttingLargerAngle2,140,0.8562050711061859,66704,false
CuttingLargerAngle2,145,0.8826705184555593,70001,false
CuttingLargerAngle2,150,0.8372749043974382,100423,false
CuttingLargerAngle2,155,0.8821034532029098,79057,false
CuttingLargerAngle2,160,0.842321049036182,51850,false
CuttingLargerAngle2,165,0.8304021055755211,88766,false
CuttingLargerAngle2,170,0.8516568737622142,73910,false
CuttingLargerAngle2,175,0.9595280572730792,41265,false
CuttingLargerAngle2,180,0.8065269628387818,97424,false
CuttingLargerAngle2,185,0.8710384488063606,61516,false
CuttingLargerAngle2,190,0.8695171083251281,96304,false
CuttingLargerAngle2,195,0.8960278994901395,88462,false
CuttingLargerAngle2,200,0.8131528433340992,187174,false
CuttingLargerAngle2,10,0.625232276539987,28418,false
CuttingLargerAngle2,15,0.6345174826850767,36122,false
CuttingLargerAngle2,20,0.7670042481529,33478,false
CuttingLargerAngle2,25,0.6965946022996385,52871,false
CuttingLargerAngle2,30,0.7905119053774495,75733,false
CuttingLargerAngle2,35,0.9082669274930207,71143,false
CuttingLargerAngle2,40,0.6493758483408559,58103,false
CuttingLargerAngle2,45,0.6387116404799598,44964,false
CuttingLargerAngle2,50,0.8705152549239724,52831,false
CuttingLargerAngle2,55,0.7049960449185482,44799,false
CuttingLargerAngle2,60,0.8685235568184818,40145,false
CuttingLargerAngle2,65,0.8448076348370306,94419,false
CuttingLargerAngle2,70,0.8590135437902771,71466,false
CuttingLargerAngle2,75,0.7578600686755979,61948,false
CuttingLargerAngle2,80,0.8209817662760025,62912,false
CuttingLargerAngle2,85,0.7469131071453009,51031,false
CuttingLargerAngle2,90,0.7660407426815231,68513,false
CuttingLargerAngle2,95,0.6726825838243377,89796,false
CuttingLargerAngle2,100,0.7219339352496721,56225,false
CuttingLargerAngle2,105,0.8346928038444988,61656,false
CuttingLargerAngle2,110,0.8988998551288366,48463,false
CuttingLargerAngle2,115,0.7970045586704476,57330,false
CuttingLargerAngle2,120,0.8935357487965856,73734,false
CuttingLargerAngle2,125,0.9071625438683887,50217,false
CuttingLargerAngle2,130,0.7848774325294845,57931,false
CuttingLargerAngle2,135,0.9060210245308505,82775,false
CuttingLargerAngle2,140,0.7009245441476958,1937977,false
CuttingLargerAngle2,145,0.7192873202529803,80609,false
CuttingLargerAngle2,150,0.8869421938830228,54748,false
CuttingLargerAngle2,155,0.8139631642405792,61517,false
CuttingLargerAngle2,160,0.6646911685090318,778478,false
CuttingLargerAngle2,165,0.8027370419659539,57054,false
CuttingLargerAngle2,170,0.7528514449653628,91047,false
CuttingLargerAngle2,175,0.8098856215495573,131177,false
CuttingLargerAngle2,180,0.825314748545263,77523,false
CuttingLargerAngle2,185,0.8107991615473263,72000,false
CuttingLargerAngle2,190,0.7489675059668788,76111,false
CuttingLargerAngle2,195,0.7270196564146651,61765,false
CuttingLargerAngle2,200,0.8606138944279312,171101,false
DistanceFromG,10,0.641376773970232,4164569,false
DistanceFromG,15,0.38698264424477113,529973,false
DistanceFromG,20,0.4333249056399328,1659074,false
DistanceFromG,25,0.14834862059158135,861747,false
DistanceFromG,30,0.39941547670244604,543881,false
DistanceFromG,35,0.512729746876178,330224,false
DistanceFromG,40,0.006876572149493407,345261,false
DistanceFromG,45,0.4260264718392674,278712,false
DistanceFromG,50,0.19894379146501126,155334,false
DistanceFromG,55,0.06038040765885307,396944,false
DistanceFromG,60,0.0580737653547255,339175,false
DistanceFromG,65,0.03377677698438565,242319,false
DistanceFromG,70,0.4643652068807948,272851,false
DistanceFromG,75,0.06978571802797716,665805,false
DistanceFromG,80,0.4919030898876405,307426,false
DistanceFromG,85,0.17178155041930865,405235,false
DistanceFromG,90,0.021986207913854777,398819,false
DistanceFromG,95,0.044364192145644396,353896,false
DistanceFromG,100,0.003899182293785152,853062,false
DistanceFromG,105,0.09183766722202305,352598,false
DistanceFromG,110,0.0535893519528693,361885,false
DistanceFromG,115,0.44123865366183684,475101,false
DistanceFromG,120,0.33917784305032145,477614,false
DistanceFromG,125,0.05226978235565414,471606,false
DistanceFromG,130,0.8882777191415658,486901,false
DistanceFromG,135,0.4787579412834793,429803,false
DistanceFromG,140,0.015246240250903239,724805,false
DistanceFromG,145,0.010613783007102966,1148151,false
DistanceFromG,150,0.027240298346124743,528369,false
DistanceFromG,155,0.12264844832951427,492844,false
DistanceFromG,160,0.03014240881701043,801429,false
DistanceFromG,165,0.03218496570004189,792355,false
DistanceFromG,170,0.40014705782231874,682866,false
DistanceFromG,175,0.052479717573576834,550793,false
DistanceFromG,180,0.007653858169322087,438287,false
DistanceFromG,185,0.41362242723385534,665181,false
DistanceFromG,190,0.05187239944521498,495645,false
DistanceFromG,195,0.36551297233286684,579448,false
DistanceFromG,200,0.009514684991245168,560481,false
DistanceFromG,10,0.7143526822109897,113534,false
DistanceFromG,15,0.6670452013541001,75060,false
DistanceFromG,20,0.2797450535294087,116754,false
DistanceFromG,25,0.4907395279385953,118399,false
DistanceFromG,30,0.573220699515291,280951,false
DistanceFromG,35,0.17019689737470167,176423,false
DistanceFromG,40,0.34764218014793286,120538,false
DistanceFromG,45,0.5130231793007826,203599,false
DistanceFromG,50,0.8843801610745627,364873,false
DistanceFromG,55,0.5264499752908935,370116,false
DistanceFromG,60,0.4486883475007679,191362,false
DistanceFromG,65,0.09858395615732786,238389,false
DistanceFromG,70,0.5994754645016359,299115,false
DistanceFromG,75,0.5105052185751021,234808,false
DistanceFromG,80,0.02305698923959313,251281,false
DistanceFromG,85,0.1163753482894321,215348,false
DistanceFromG,90,0.5257194952184966,186082,false
DistanceFromG,95,0.07489140552280484,218679,false
DistanceFromG,100,0.08859750719894592,232253,false
DistanceFromG,105,0.08155921165256474,272230,false
DistanceFromG,110,0.056645391736219325,364738,false
DistanceFromG,115,8.526951753397783E-4,223248,false
DistanceFromG,120,0.49248706278446286,269747,false
DistanceFromG,125,0.075457229140511,297891,false
DistanceFromG,130,0.3285926400372656,340870,false
DistanceFromG,135,0.40483841480564775,344732,false
DistanceFromG,140,0.01679386097322952,356332,false
DistanceFromG,145,0.09506967154841461,448983,false
DistanceFromG,150,0.07659091398969686,719271,false
DistanceFromG,155,0.029775202338359532,402971,false
DistanceFromG,160,0.4717997551353557,314424,false
DistanceFromG,165,0.006893065887804498,327322,false
DistanceFromG,170,0.005650607525924303,343162,false
DistanceFromG,175,0.049305672304226486,255936,false
DistanceFromG,180,0.048105703674962585,290911,false
DistanceFromG,185,0.022808171745152355,251197,false
DistanceFromG,190,0.531611035905816,264223,false
DistanceFromG,195,0.04536068422666712,252613,false
DistanceFromG,200,0.08640538906882733,220733,false
DistanceFromG,10,0.6139147555799429,27574,false
DistanceFromG,15,0.20622632970488056,35305,false
DistanceFromG,20,0.0088899367580162,36571,false
DistanceFromG,25,0.010099012801359228,37126,false
DistanceFromG,30,0.8063092161929372,41063,false
DistanceFromG,35,0.009062301171048785,174181,false
DistanceFromG,40,9.007364128780963E-4,61363,false
DistanceFromG,45,0.01352526926263463,73552,false
DistanceFromG,50,0.8797991006248905,64513,false
DistanceFromG,55,0.004430857802175581,162158,false
DistanceFromG,60,0.037812781175613035,110003,false
DistanceFromG,65,0.004183746061858464,1212941,false
DistanceFromG,70,0.0013627846232468343,293154,false
DistanceFromG,75,0.0018754521676220158,266982,false
DistanceFromG,80,0.003214776612784133,92425,false
DistanceFromG,85,0.0037020624975459813,101174,false
DistanceFromG,90,0.03778534352849249,203212,false
DistanceFromG,95,4.3694541543425655E-4,269164,false
DistanceFromG,100,3.7071890951606925E-4,161938,false
DistanceFromG,105,1.9873265347838923E-4,174185,false
DistanceFromG,110,0.0012290225688225082,107490,false
DistanceFromG,115,0.0023419467432303103,101688,false
DistanceFromG,120,4.7936810567887785E-4,115272,false
DistanceFromG,125,1.9919139062508413E-4,198521,false
DistanceFromG,130,0.013874266185265827,160694,false
DistanceFromG,135,0.02421924445123415,127380,false
DistanceFromG,140,0.0014244322504410884,185178,false
DistanceFromG,145,5.846835400339566E-4,155958,false
DistanceFromG,150,0.0038583724483626652,149167,false
DistanceFromG,155,0.019669609948824014,140418,false
DistanceFromG,160,0.002729407781985909,144860,false
DistanceFromG,165,0.0025434574821390963,154469,false
DistanceFromG,170,0.025877104257447936,283091,false
DistanceFromG,175,0.004156454837914005,253859,false
DistanceFromG,180,0.0027812813298405616,1129332,false
DistanceFromG,185,2.685990878822641E-4,173044,false
