heuristic,points,hyperplane_budget,jaccard_index,time,exceptions,regularity
CuttingLargerAngle2,22,21,0.999719017807618,21010,false,58
DistanceFromG,22,21,0.9959853853941982,3240073,false,58
CuttingEdges,22,21,0.9998125064432319,18108,false,58
LessArea,22,21,0.9995776786722307,8220087,false,58
CuttingLargerAngle2,22,3,0.49208969393796664,88601,false,96
DistanceFromG,22,3,0.017333617376223808,32429,false,96
CuttingEdges,22,3,6.864514552577808E-4,81667,false,96
LessArea,22,3,0.0,4685921,false,96
CuttingLargerAngle2,22,4,0.7545262858146237,64898,false,96
DistanceFromG,22,4,0.019841996141417354,26457,false,96
CuttingEdges,22,4,0.8886100855170512,88681,false,96
LessArea,22,4,0.6371295680461248,5014461,false,96
CuttingLargerAngle2,22,5,0.8768092509036707,113665,false,96
DistanceFromG,22,5,0.050578637374243514,46877,false,96
CuttingEdges,22,5,0.9513577834192566,164456,false,96
LessArea,22,5,0.664423936323585,4653802,false,96
CuttingLargerAngle2,22,6,0.945873672170462,94007,false,96
DistanceFromG,22,6,0.4389182766597756,47590,false,96
CuttingEdges,22,6,0.976441621339171,68004,false,96
LessArea,22,6,0.9167060411950273,3684450,false,96
CuttingLargerAngle2,22,7,0.9655317937825453,57295,false,96
DistanceFromG,22,7,0.4932744844471515,66560,false,96
CuttingEdges,22,7,0.9862086745447506,86917,false,96
LessArea,22,7,0.917040442430537,5756115,false,96
CuttingLargerAngle2,22,8,0.979362776384619,63137,false,96
DistanceFromG,22,8,0.5853583891167566,93051,false,96
CuttingEdges,22,8,0.9893967587475005,103272,false,96
LessArea,22,8,0.9179229759173431,4390105,false,96
CuttingLargerAngle2,22,9,0.9845200503870659,54370,false,96
DistanceFromG,22,9,0.6107422220755334,125657,false,96
CuttingEdges,22,9,0.991226126143076,59891,false,96
LessArea,22,9,0.9508201923222248,3973849,false,96
CuttingLargerAngle2,22,10,0.9858339331562366,59289,false,96
DistanceFromG,22,10,0.6370741982039287,204333,false,96
CuttingEdges,22,10,0.9933407339935479,88490,false,96
LessArea,22,10,0.9524651115135198,5166894,false,96
CuttingLargerAngle2,22,11,0.9908785385685072,68834,false,96
DistanceFromG,22,11,0.6857475478797298,312396,false,96
CuttingEdges,22,11,0.9953206811347461,52267,false,96
LessArea,22,11,0.9528153329122876,3757825,false,96
CuttingLargerAngle2,22,12,0.9950164135159104,44191,false,96
DistanceFromG,22,12,0.7831662581049739,359804,false,96
CuttingEdges,22,12,0.9973354971886627,46036,false,96
LessArea,22,12,0.9599697855101199,6898548,false,96
CuttingLargerAngle2,22,13,0.9948751270823306,41723,false,96
DistanceFromG,22,13,0.7972203802774219,460768,false,96
CuttingEdges,22,13,0.9977088520747751,74085,false,96
LessArea,22,13,0.9804328227147007,4215350,false,96
CuttingLargerAngle2,22,14,0.9953413995735768,38238,false,96
DistanceFromG,22,14,0.8608299853277845,646865,false,96
CuttingEdges,22,14,0.9981201524604666,42881,false,96
LessArea,22,14,0.9813484111792754,5631202,false,96
CuttingLargerAngle2,22,15,0.9959724972142902,36467,false,96
DistanceFromG,22,15,0.8969344371000021,1044658,false,96
CuttingEdges,22,15,0.9988317389049717,38710,false,96
LessArea,22,15,0.9848904176091711,4723709,false,96
CuttingLargerAngle2,22,16,0.9962140991984009,36523,false,96
DistanceFromG,22,16,0.9103614645811517,1193934,false,96
CuttingEdges,22,16,0.9992331498953919,34741,false,96
LessArea,22,16,0.9887900869964668,5219532,false,96
CuttingLargerAngle2,22,17,0.9964389515361503,36529,false,96
DistanceFromG,22,17,0.9269839745801616,1277187,false,96
CuttingEdges,22,17,0.9992947563741416,25259,false,96
LessArea,22,17,0.9890374138254158,4176354,false,96
CuttingLargerAngle2,22,18,0.9973730282772586,30948,false,96
DistanceFromG,22,18,0.9928802025826893,1915406,false,96
CuttingEdges,22,18,0.9994751436865138,18777,false,96
LessArea,22,18,0.9964447648792019,4188474,false,96
CuttingLargerAngle2,22,19,0.999728256521719,32651,false,96
DistanceFromG,22,19,0.9941253420383083,2266247,false,96
CuttingEdges,22,19,0.999693966642364,18816,false,96
LessArea,22,19,0.9993880546687055,4189850,false,96
CuttingLargerAngle2,22,20,0.999957995421501,5022,false,96
DistanceFromG,22,20,0.999957995421501,3163821,false,96
CuttingEdges,22,20,0.999957995421501,5934,false,96
LessArea,22,20,0.999957995421501,5260219,false,96
CuttingLargerAngle2,22,21,0.999957995421501,12865,false,96
DistanceFromG,22,21,0.999957995421501,3534567,false,96
CuttingEdges,22,21,0.999957995421501,6233,false,96
LessArea,22,21,null,null,true,96
CuttingLargerAngle2,22,3,0.44415790293131024,71230,false,76
DistanceFromG,22,3,0.002880797445522973,17471,false,76
CuttingEdges,22,3,0.4662036492787227,75353,false,76
LessArea,22,3,1.44101870371316E-4,5246590,false,76
CuttingLargerAngle2,22,4,0.5904371615544692,97397,false,76
DistanceFromG,22,4,0.01247442980862982,55979,false,76
CuttingEdges,22,4,0.8585962669845764,118147,false,76
LessArea,22,4,1.6322019692180642E-4,5104315,false,76
CuttingLargerAngle2,22,5,0.7357168477061268,65665,false,76
DistanceFromG,22,5,0.03575365948470886,37275,false,76
CuttingEdges,22,5,0.9099441676315936,73025,false,76
LessArea,22,5,0.5405006616752878,4428406,false,76
CuttingLargerAngle2,22,6,0.8339020240816507,72475,false,76
DistanceFromG,22,6,0.10271410454942295,49953,false,76
CuttingEdges,22,6,0.956490245876798,71655,false,76
LessArea,22,6,0.5412987939256645,6198565,false,76
CuttingLargerAngle2,22,7,0.8963059873261705,69635,false,76
DistanceFromG,22,7,0.5845807763141964,72189,false,76
CuttingEdges,22,7,0.9735822379948504,82323,false,76
LessArea,22,7,0.6192375684728532,4866941,false,76
CuttingLargerAngle2,22,8,0.9056463306788419,63798,false,76
DistanceFromG,22,8,0.5963287259194117,101274,false,76
CuttingEdges,22,8,0.9812868052793637,63736,false,76
LessArea,22,8,0.8132160985322681,5693946,false,76
CuttingLargerAngle2,22,9,0.9324271167304721,101214,false,76
DistanceFromG,22,9,0.6215643540380191,217871,false,76
CuttingEdges,22,9,0.9880545564745429,60187,false,76
LessArea,22,9,0.8298312710641101,5349324,false,76
CuttingLargerAngle2,22,10,0.9346064135236303,54389,false,76
DistanceFromG,22,10,0.6271754577143913,187398,false,76
CuttingEdges,22,10,0.9932374560294902,55451,false,76
LessArea,22,10,0.9291500974591846,5258684,false,76
CuttingLargerAngle2,22,11,0.9507987565887007,121949,false,76
DistanceFromG,22,11,0.7504030690602278,271917,false,76
CuttingEdges,22,11,0.9952579413226095,102420,false,76
LessArea,22,11,0.9549351802631656,7063316,false,76
CuttingLargerAngle2,22,12,0.9875560379962207,51428,false,76
DistanceFromG,22,12,0.792363673440776,379044,false,76
CuttingEdges,22,12,0.996146554368748,47617,false,76
LessArea,22,12,0.972913634639521,6165961,false,76
CuttingLargerAngle2,22,13,0.9880969861197746,88589,false,76
DistanceFromG,22,13,0.8246474340591763,517251,false,76
CuttingEdges,22,13,0.9968973214300358,178866,false,76
LessArea,22,13,0.9732182800863998,5229070,false,76
CuttingLargerAngle2,22,14,0.9942415654949571,42469,false,76
DistanceFromG,22,14,0.9290375411831431,623140,false,76
CuttingEdges,22,14,0.9977044878585343,40796,false,76
LessArea,22,14,0.9733123040628627,4834879,false,76
CuttingLargerAngle2,22,15,0.9941119303717411,51816,false,76
DistanceFromG,22,15,0.953253547963625,874000,false,76
CuttingEdges,22,15,0.9980844792039857,82065,false,76
LessArea,22,15,0.9819462535440082,6183678,false,76
CuttingLargerAngle2,22,16,0.9947522188680125,37124,false,76
DistanceFromG,22,16,0.9679106046991799,1094970,false,76
CuttingEdges,22,16,0.9984940859689764,35909,false,76
LessArea,22,16,0.9893929311422277,5056327,false,76
CuttingLargerAngle2,22,17,0.996153031894912,51988,false,76
DistanceFromG,22,17,0.9811019557611792,1474443,false,76
CuttingEdges,22,17,0.9988237736352044,54260,false,76
LessArea,22,17,0.9919935151638465,5508407,false,76
CuttingLargerAngle2,22,18,0.9988283299335954,26743,false,76
DistanceFromG,22,18,0.9878442018595344,1664894,false,76
CuttingEdges,22,18,0.9990212469263785,26791,false,76
LessArea,22,18,0.9923178252040337,5896220,false,76
CuttingLargerAngle2,22,19,0.9990990933394994,22362,false,76
DistanceFromG,22,19,0.9932354496848733,2397993,false,76
CuttingEdges,22,19,0.9992494710533277,46459,false,76
LessArea,22,19,0.9924602238059009,4490480,false,76
CuttingLargerAngle2,22,20,0.9993205730904541,15575,false,76
DistanceFromG,22,20,0.99825389845846,2659875,false,76
CuttingEdges,22,20,0.9997291630820604,19128,false,76
LessArea,22,20,0.9991148236122639,6811067,false,76
CuttingLargerAngle2,22,21,0.9998725473327343,14866,false,76
DistanceFromG,22,21,0.9998725473327343,3225306,false,76
CuttingEdges,22,21,0.9998725473327343,7551,false,76
LessArea,22,21,0.9998725473327343,4947380,false,76
CuttingLargerAngle2,22,3,0.4867436938457864,117511,false,72
DistanceFromG,22,3,5.4141118826220546E-5,29684,false,72
CuttingEdges,22,3,0.6827534184601152,134512,false,72
LessArea,22,3,1.0151459779916352E-5,6830552,false,72
CuttingLargerAngle2,22,4,0.6884017143525594,89096,false,72
DistanceFromG,22,4,0.1213877722283131,33856,false,72
CuttingEdges,22,4,0.8034596677628534,89112,false,72
LessArea,22,4,3.49582739287827E-4,4900884,false,72
CuttingLargerAngle2,22,5,0.7878919527997451,85204,false,72
DistanceFromG,22,5,0.13120085001556558,35487,false,72
CuttingEdges,22,5,0.9251184771436143,90555,false,72
LessArea,22,5,3.681597906997345E-4,7589642,false,72
CuttingLargerAngle2,22,6,0.8654230161880831,70127,false,72
DistanceFromG,22,6,0.2611259999187883,41799,false,72
CuttingEdges,22,6,0.9546065936098522,76401,false,72
LessArea,22,6,null,null,true,72
CuttingLargerAngle2,22,7,0.913438930487401,69471,false,72
DistanceFromG,22,7,0.36045126622541657,63552,false,72
CuttingEdges,22,7,0.970371167356674,75530,false,72
LessArea,22,7,1.4681491939362866E-4,6933529,false,72
CuttingLargerAngle2,22,8,0.9145436748932511,87885,false,72
DistanceFromG,22,8,0.7743364329123862,106240,false,72
CuttingEdges,22,8,0.977524755906373,104521,false,72
LessArea,22,8,0.7974303408251414,4725599,false,72
CuttingLargerAngle2,22,9,0.9181093727729874,72166,false,72
DistanceFromG,22,9,0.7821835113222615,145491,false,72
CuttingEdges,22,9,0.9833258022734883,63238,false,72
LessArea,22,9,0.8216209849116883,7069056,false,72
CuttingLargerAngle2,22,10,0.9552885709808905,61141,false,72
DistanceFromG,22,10,0.8166781716544173,195157,false,72
CuttingEdges,22,10,0.9887796675698993,64811,false,72
LessArea,22,10,0.8225351486947475,6124393,false,72
CuttingLargerAngle2,22,11,0.9695000370522048,67527,false,72
DistanceFromG,22,11,0.8514198508412176,267385,false,72
CuttingEdges,22,11,0.993424802589068,76716,false,72
LessArea,22,11,0.837848914041397,7049456,false,72
CuttingLargerAngle2,22,12,0.9723303430141873,54606,false,72
DistanceFromG,22,12,0.8639805904089009,366746,false,72
CuttingEdges,22,12,0.9948778383140546,78028,false,72
LessArea,22,12,0.8749960063371206,5107405,false,72
CuttingLargerAngle2,22,13,0.9824113928704971,51360,false,72
DistanceFromG,22,13,0.8641870034244258,461124,false,72
CuttingEdges,22,13,0.9958298747154654,50368,false,72
LessArea,22,13,0.8832652546933263,6976227,false,72
CuttingLargerAngle2,22,14,0.9912546708619404,95243,false,72
DistanceFromG,22,14,0.9124774975974879,677787,false,72
CuttingEdges,22,14,0.9966519842822169,77930,false,72
LessArea,22,14,0.9423359493911622,5064227,false,72
CuttingLargerAngle2,22,15,0.9932178462828652,45052,false,72
DistanceFromG,22,15,0.9193872578876843,793326,false,72
CuttingEdges,22,15,0.9975900554962418,41349,false,72
LessArea,22,15,0.9550958518234772,6985212,false,72
CuttingLargerAngle2,22,16,0.9960775302277124,53914,false,72
DistanceFromG,22,16,0.9458622649937061,1180596,false,72
CuttingEdges,22,16,0.9979484039642973,41360,false,72
LessArea,22,16,0.9610970127225623,5949334,false,72
CuttingLargerAngle2,22,17,0.9971100214684593,34529,false,72
DistanceFromG,22,17,0.9529953573990606,1589357,false,72
CuttingEdges,22,17,0.9982625684729832,71281,false,72
LessArea,22,17,0.9688420151834616,6961575,false,72
CuttingLargerAngle2,22,18,0.9982687689562386,49350,false,72
DistanceFromG,22,18,0.9548767612782718,1707391,false,72
CuttingEdges,22,18,0.9988270182987109,30930,false,72
LessArea,22,18,0.9818828386528905,5620318,false,72
CuttingLargerAngle2,22,19,0.9992706691083343,44678,false,72
DistanceFromG,22,19,0.9659587715380138,2098621,false,72
CuttingEdges,22,19,0.9991924679775294,98671,false,72
LessArea,22,19,0.9925892212277418,5474531,false,72
CuttingLargerAngle2,22,20,0.9996956491070543,22103,false,72
DistanceFromG,22,20,0.9921427701303448,2477088,false,72
CuttingEdges,22,20,0.9995308473097688,22579,false,72
LessArea,22,20,0.9978235292396678,7221634,false,72
CuttingLargerAngle2,22,21,0.9998377211732973,19530,false,72
DistanceFromG,22,21,0.9980712226418159,3336417,false,72
CuttingEdges,22,21,0.9998341928235946,17370,false,72
LessArea,22,21,0.9985915168824568,5127829,false,72
CuttingLargerAngle2,23,3,0.3797858767119059,96294,false,100
DistanceFromG,23,3,0.08094296299808319,56111,false,100
CuttingEdges,23,3,0.22652626785106858,102260,false,100
LessArea,23,3,9.132115432179906E-6,8170352,false,100
CuttingLargerAngle2,23,4,0.7255511137947671,122149,false,100
DistanceFromG,23,4,0.08846119980222296,26428,false,100
CuttingEdges,23,4,0.8558076222167599,85548,false,100
LessArea,23,4,1.7425854441505652E-6,5561122,false,100
CuttingLargerAngle2,23,5,0.8045435846471999,149600,false,100
DistanceFromG,23,5,0.1688250553707981,73436,false,100
CuttingEdges,23,5,0.9284460091408571,85636,false,100
LessArea,23,5,0.3690987340006291,8748219,false,100
CuttingLargerAngle2,23,6,0.8415506622114283,71581,false,100
DistanceFromG,23,6,0.1690553437053393,47765,false,100
CuttingEdges,23,6,0.9475074331529014,88048,false,100
LessArea,23,6,0.37101854731707457,7427960,false,100
CuttingLargerAngle2,23,7,0.9213008962082331,88685,false,100
DistanceFromG,23,7,0.27505909605055506,61036,false,100
CuttingEdges,23,7,0.9612946397466666,73432,false,100
LessArea,23,7,0.3701992991473838,8539224,false,100
CuttingLargerAngle2,23,8,0.9582759960102535,63328,false,100
DistanceFromG,23,8,0.2895266220087916,87081,false,100
CuttingEdges,23,8,0.9742515524830385,67356,false,100
LessArea,23,8,0.6486836624632748,6590456,false,100
CuttingLargerAngle2,23,9,0.9636186971619185,116149,false,100
DistanceFromG,23,9,0.43571907532460497,134658,false,100
CuttingEdges,23,9,0.9844891665378525,68556,false,100
LessArea,23,9,0.6482977931463245,6052288,false,100
CuttingLargerAngle2,23,10,0.974844163846474,60623,false,100
DistanceFromG,23,10,0.5025941303567437,185324,false,100
CuttingEdges,23,10,0.9907426026229246,66032,false,100
LessArea,23,10,0.65815388546671,6527962,false,100
CuttingLargerAngle2,23,11,0.9824217933500506,93736,false,100
DistanceFromG,23,11,0.5204719556220833,272493,false,100
CuttingEdges,23,11,0.9925903751441776,57062,false,100
LessArea,23,11,0.660848404342171,6035940,false,100
CuttingLargerAngle2,23,12,0.9882900129815129,62403,false,100
DistanceFromG,23,12,0.6469984624867077,355097,false,100
CuttingEdges,23,12,0.994308273821928,62974,false,100
LessArea,23,12,0.761522840482794,6237359,false,100
CuttingLargerAngle2,23,13,0.9947327577969168,87573,false,100
DistanceFromG,23,13,0.7368346191098678,471060,false,100
CuttingEdges,23,13,0.9956026569312527,58987,false,100
LessArea,23,13,0.9375280682501733,5996180,false,100
CuttingLargerAngle2,23,14,0.9951107865109774,46800,false,100
DistanceFromG,23,14,0.7890728185260192,618632,false,100
CuttingEdges,23,14,0.9964284869855737,54727,false,100
LessArea,23,14,0.9676253994109606,7101463,false,100
CuttingLargerAngle2,23,15,0.9968260168711485,44159,false,100
DistanceFromG,23,15,0.8701783379955432,874939,false,100
CuttingEdges,23,15,0.9970544039199981,45768,false,100
LessArea,23,15,0.969852168079737,5995321,false,100
CuttingLargerAngle2,23,16,0.9972327164189972,39555,false,100
DistanceFromG,23,16,0.8903353404542099,1026414,false,100
CuttingEdges,23,16,0.9977459144734707,40614,false,100
LessArea,23,16,0.9747564546085494,7571056,false,100
CuttingLargerAngle2,23,17,0.9980081610155522,55888,false,100
DistanceFromG,23,17,0.93385306249619,1469813,false,100
CuttingEdges,23,17,0.9978687124640545,35032,false,100
LessArea,23,17,0.9898427166367758,5292336,false,100
CuttingLargerAngle2,23,18,0.9984081028759432,31258,false,100
DistanceFromG,23,18,0.9677630197573844,1965884,false,100
CuttingEdges,23,18,0.9981983324415304,107292,false,100
LessArea,23,18,0.9905791775760328,8039307,false,100
CuttingLargerAngle2,23,19,0.9987349206596124,27421,false,100
DistanceFromG,23,19,0.9828977045671595,2059090,false,100
CuttingEdges,23,19,0.9985606979091174,27627,false,100
LessArea,23,19,0.9910697477437951,6109366,false,100
CuttingLargerAngle2,23,20,0.999269988275774,52967,false,100
DistanceFromG,23,20,0.9920347328993978,2826074,false,100
CuttingEdges,23,20,0.99905514050975,24791,false,100
LessArea,23,20,0.9913933745330952,5844775,false,100
CuttingLargerAngle2,23,21,0.9996154116735492,16998,false,100
DistanceFromG,23,21,0.9999085619848145,3305373,false,100
CuttingEdges,23,21,0.9995529697035377,27017,false,100
LessArea,23,21,0.9915149482415487,8405984,false,100
CuttingLargerAngle2,23,22,1.0,7602,false,100
DistanceFromG,23,22,1.0,3590483,false,100
CuttingEdges,23,22,1.0,7676,false,100
LessArea,23,22,1.0,7804026,false,100
CuttingLargerAngle2,23,3,0.3928353914006712,128851,false,56
DistanceFromG,23,3,0.002857955451966232,30491,false,56
CuttingEdges,23,3,0.41459701135957927,135056,false,56
LessArea,23,3,1.2334982674200363E-4,5364384,false,56
CuttingLargerAngle2,23,4,0.7190010922747745,75932,false,56
DistanceFromG,23,4,0.20293564744483522,24926,false,56
CuttingEdges,23,4,0.8108525278760036,87266,false,56
LessArea,23,4,3.55012992862122E-4,7623079,false,56
CuttingLargerAngle2,23,5,0.7902166708139131,75417,false,56
DistanceFromG,23,5,0.30211086369911,34426,false,56
CuttingEdges,23,5,0.8823100967181978,139694,false,56
LessArea,23,5,3.4308213792156266E-4,5829150,false,56
CuttingLargerAngle2,23,6,0.8495886684163414,67367,false,56
DistanceFromG,23,6,0.3188527944838685,42890,false,56
CuttingEdges,23,6,0.9314937235121653,72614,false,56
LessArea,23,6,0.45500691186677295,7818599,false,56
CuttingLargerAngle2,23,7,0.9069057792212524,74687,false,56
DistanceFromG,23,7,0.39784890294743996,88488,false,56
CuttingEdges,23,7,0.9572070426307953,79088,false,56
LessArea,23,7,0.6223334328395879,5990147,false,56
CuttingLargerAngle2,23,8,0.9363215849924842,72057,false,56
DistanceFromG,23,8,0.49686457314493027,107987,false,56
CuttingEdges,23,8,0.9735032072510035,74738,false,56
LessArea,23,8,0.6270713770050198,7671014,false,56
CuttingLargerAngle2,23,9,0.9484974608738662,60766,false,56
DistanceFromG,23,9,0.5156042980320341,176446,false,56
CuttingEdges,23,9,0.9798440544020818,65928,false,56
LessArea,23,9,0.6824225342453368,6228839,false,56
CuttingLargerAngle2,23,10,0.9583586204767631,58593,false,56
DistanceFromG,23,10,0.5880486129898237,182552,false,56
CuttingEdges,23,10,0.9862078613628429,58111,false,56
LessArea,23,10,0.6846690287251688,7285877,false,56
CuttingLargerAngle2,23,11,0.9673083952997615,101903,false,56
DistanceFromG,23,11,0.6127192891182652,275025,false,56
CuttingEdges,23,11,0.9890855713416642,75703,false,56
LessArea,23,11,0.9310943250231811,5225828,false,56
CuttingLargerAngle2,23,12,0.9770347973064527,51710,false,56
DistanceFromG,23,12,0.6542845053031722,346022,false,56
CuttingEdges,23,12,0.9917059785432348,50756,false,56
LessArea,23,12,0.9422141291559964,6908449,false,56
CuttingLargerAngle2,23,13,0.9804665733089273,48578,false,56
DistanceFromG,23,13,0.7437829063742118,497150,false,56
CuttingEdges,23,13,0.9936701146014599,75563,false,56
LessArea,23,13,0.9521086666504138,5113565,false,56
CuttingLargerAngle2,23,14,0.9883742778565249,50347,false,56
DistanceFromG,23,14,0.7785951622860869,618358,false,56
CuttingEdges,23,14,0.9954192259874381,52534,false,56
LessArea,23,14,0.9820073996458881,7101492,false,56
CuttingLargerAngle2,23,15,0.9903029909532511,56271,false,56
DistanceFromG,23,15,0.7834613170180148,893359,false,56
CuttingEdges,23,15,0.9968324621560439,89956,false,56
LessArea,23,15,0.9851362736890918,5202583,false,56
CuttingLargerAngle2,23,16,0.9909708724656354,38178,false,56
DistanceFromG,23,16,0.9538287585235746,1120814,false,56
CuttingEdges,23,16,0.9977269644525013,53845,false,56
LessArea,23,16,0.9894328144362056,7178469,false,56
CuttingLargerAngle2,23,17,0.9921158427178317,66283,false,56
DistanceFromG,23,17,0.962055785625594,1315228,false,56
CuttingEdges,23,17,0.9984215290723193,58722,false,56
LessArea,23,17,0.991864800638054,6005847,false,56
CuttingLargerAngle2,23,18,0.9963190211435757,32312,false,56
DistanceFromG,23,18,0.9638177290353013,1783189,false,56
CuttingEdges,23,18,0.9989973606713293,57069,false,56
LessArea,23,18,0.9925411693193755,6622592,false,56
CuttingLargerAngle2,23,19,0.9973997411486981,36852,false,56
DistanceFromG,23,19,0.9717464743789843,2094430,false,56
CuttingEdges,23,19,0.999346114990906,39215,false,56
LessArea,23,19,0.9967257674080798,6571689,false,56
CuttingLargerAngle2,23,20,0.9984326372594883,31795,false,56
DistanceFromG,23,20,0.9769247844394037,2790227,false,56
CuttingEdges,23,20,0.9997048633046628,40110,false,56
LessArea,23,20,0.9984513046742204,5855957,false,56
CuttingLargerAngle2,23,21,0.9994931272414131,26389,false,56
DistanceFromG,23,21,0.9984704388903919,3771006,false,56
CuttingEdges,23,21,0.9999271690614173,48641,false,56
LessArea,23,21,0.9996509533907418,6305119,false,56
CuttingLargerAngle2,23,22,1.0,5404,false,56
DistanceFromG,23,22,1.0,4102997,false,56
CuttingEdges,23,22,1.0,8760,false,56
LessArea,23,22,1.0,7238543,false,56
CuttingLargerAngle2,23,3,0.4308042354535146,88961,false,62
DistanceFromG,23,3,0.008176967069931528,18372,false,62
CuttingEdges,23,3,0.7399770944631273,78954,false,62
LessArea,23,3,1.4921230266871542E-6,5804698,false,62
CuttingLargerAngle2,23,4,0.6374873312202091,55250,false,62
DistanceFromG,23,4,0.04748247182330641,21861,false,62
CuttingEdges,23,4,0.8606735413535793,72479,false,62
LessArea,23,4,1.4492332189057764E-6,7933029,false,62
CuttingLargerAngle2,23,5,0.7620565293901949,115904,false,62
DistanceFromG,23,5,0.2943844883755115,32487,false,62
CuttingEdges,23,5,0.9248112705451956,67208,false,62
LessArea,23,5,0.8175793896310459,6080409,false,62
CuttingLargerAngle2,23,6,0.8423708367292658,52553,false,62
DistanceFromG,23,6,0.3414738367819943,87122,false,62
CuttingEdges,23,6,0.9501686292019287,60116,false,62
LessArea,23,6,0.8267087081831445,8068895,false,62
CuttingLargerAngle2,23,7,0.8546107476295435,74902,false,62
DistanceFromG,23,7,0.38454990787238186,80167,false,62
CuttingEdges,23,7,0.9727347121016698,72760,false,62
LessArea,23,7,0.8495749487024635,7809945,false,62
CuttingLargerAngle2,23,8,0.9092198104940434,51939,false,62
DistanceFromG,23,8,0.3986100523366914,89089,false,62
CuttingEdges,23,8,0.9820704956660534,67185,false,62
LessArea,23,8,0.8495599934685448,8199292,false,62
CuttingLargerAngle2,23,9,0.9194039815532673,48409,false,62
DistanceFromG,23,9,0.4188063405679437,144132,false,62
CuttingEdges,23,9,0.9851829924940729,92362,false,62
LessArea,23,9,0.8846273556324191,5624173,false,62
CuttingLargerAngle2,23,10,0.9502106094925019,49123,false,62
DistanceFromG,23,10,0.4444311504158562,231392,false,62
CuttingEdges,23,10,0.9878629035921074,100652,false,62
LessArea,23,10,0.9041178973238748,8833857,false,62
CuttingLargerAngle2,23,11,0.9555461522468491,44820,false,62
DistanceFromG,23,11,0.8522266168482441,266660,false,62
CuttingEdges,23,11,0.9903037010638784,47757,false,62
LessArea,23,11,0.9362624099882311,5863155,false,62
CuttingLargerAngle2,23,12,0.9698230689585129,47200,false,62
DistanceFromG,23,12,0.8851669407135703,399941,false,62
CuttingEdges,23,12,0.9929457045146919,93369,false,62
LessArea,23,12,0.9410908100551655,7876103,false,62
CuttingLargerAngle2,23,13,0.9887895075820158,41478,false,62
DistanceFromG,23,13,0.9053974135897638,492284,false,62
CuttingEdges,23,13,0.9948962839979794,41698,false,62
LessArea,23,13,0.9430380546698122,7875824,false,62
CuttingLargerAngle2,23,14,0.9902503781993878,54886,false,62
DistanceFromG,23,14,0.9232759828940037,674950,false,62
CuttingEdges,23,14,0.996398216146592,68500,false,62
LessArea,23,14,0.9453104354146978,5668314,false,62
CuttingLargerAngle2,23,15,0.9904421483575448,37103,false,62
DistanceFromG,23,15,0.9326254832854178,924456,false,62
CuttingEdges,23,15,0.9970838423063098,58445,false,62
LessArea,23,15,0.9728982370353143,8423467,false,62
CuttingLargerAngle2,23,16,0.9911218920799116,51134,false,62
DistanceFromG,23,16,0.9428466921228322,1528844,false,62
CuttingEdges,23,16,0.9976646422481071,53692,false,62
LessArea,23,16,0.9843441192051117,6723998,false,62
CuttingLargerAngle2,23,17,0.9941584135918651,49714,false,62
DistanceFromG,23,17,0.9630771649990257,1643482,false,62
CuttingEdges,23,17,0.9983115014980258,31993,false,62
LessArea,23,17,0.9907269532993961,7595450,false,62
CuttingLargerAngle2,23,18,0.9978209065034697,37739,false,62
DistanceFromG,23,18,0.9758417114200644,1899796,false,62
CuttingEdges,23,18,0.9987533233652311,26892,false,62
LessArea,23,18,0.9921399897792839,7974035,false,62
CuttingLargerAngle2,23,19,0.9987535854564162,24432,false,62
DistanceFromG,23,19,0.9770176632060411,2245419,false,62
CuttingEdges,23,19,0.9991557986730557,23288,false,62
LessArea,23,19,0.9955768239109459,9432064,false,62
CuttingLargerAngle2,23,20,0.9994651436552584,35308,false,62
DistanceFromG,23,20,0.9857279107370551,4489700,false,62
CuttingEdges,23,20,0.9994294153979486,21979,false,62
LessArea,23,20,0.9964644583126954,7396790,false,62
CuttingLargerAngle2,23,21,0.9998017290593412,66995,false,62
DistanceFromG,23,21,0.9933310317246,4317765,false,62
CuttingEdges,23,21,0.99993531621562,15530,false,62
LessArea,23,21,0.9983558937870999,6212229,false,62
CuttingLargerAngle2,23,22,0.9999316353841579,10034,false,62
DistanceFromG,23,22,0.9999316353841579,4504014,false,62
CuttingEdges,23,22,0.9999316353841579,10916,false,62
LessArea,23,22,0.9999316353841579,6869424,false,62
CuttingLargerAngle2,23,3,0.4988625247074551,59684,false,64
DistanceFromG,23,3,0.0017597028057483625,16657,false,64
CuttingEdges,23,3,0.42372855506952767,65325,false,64
LessArea,23,3,5.1755964874951836E-5,6799766,false,64
CuttingLargerAngle2,23,4,0.6548951523003224,124496,false,64
DistanceFromG,23,4,0.005394121672522758,64228,false,64
CuttingEdges,23,4,0.8514008011051156,100624,false,64
LessArea,23,4,1.1376703923376732E-5,6350541,false,64
CuttingLargerAngle2,23,5,0.794468633323745,67515,false,64
DistanceFromG,23,5,0.15168810705433802,59626,false,64
CuttingEdges,23,5,0.9144544422795995,73175,false,64
LessArea,23,5,6.479239371185177E-4,7591992,false,64
CuttingLargerAngle2,23,6,0.9057138832722839,72020,false,64
DistanceFromG,23,6,0.17911589310668055,87658,false,64
CuttingEdges,23,6,0.9605653779505355,94254,false,64
LessArea,23,6,5.222741572615177E-4,5708704,false,64
CuttingLargerAngle2,23,7,0.9169863776142706,51146,false,64
DistanceFromG,23,7,0.294784723939434,62657,false,64
