heuristic,points,hyperplane_budget,jaccard_index,time,exceptions,regularity
CuttingEdges,14,7,0.9801001475680635,52138,false,62
LessArea,14,7,0.8341114233441514,1047760,false,62
CuttingLargerAngle2,14,8,0.9707002202832302,72846,false,62
DistanceFromG,14,8,0.925355237796405,176269,false,62
CuttingEdges,14,8,0.9934619454072257,47029,false,62
LessArea,14,8,0.8444263403049455,1896677,false,62
CuttingLargerAngle2,14,9,0.972058051764418,39537,false,62
DistanceFromG,14,9,0.9670573908885801,245358,false,62
CuttingEdges,14,9,0.9960227457514375,37317,false,62
LessArea,14,9,0.9558160788996206,1143338,false,62
CuttingLargerAngle2,14,10,0.9897142574306436,26339,false,62
DistanceFromG,14,10,0.9686449415034291,350103,false,62
CuttingEdges,14,10,0.9976326585487942,31070,false,62
LessArea,14,10,0.9581545622059671,935875,false,62
CuttingLargerAngle2,14,11,0.9939158783813933,20405,false,62
DistanceFromG,14,11,0.9732843247119997,513903,false,62
CuttingEdges,14,11,0.9987106566004854,27284,false,62
LessArea,14,11,0.9694172225863072,926905,false,62
CuttingLargerAngle2,14,12,0.9996644728482182,14009,false,62
DistanceFromG,14,12,0.976033588835597,683065,false,62
CuttingEdges,14,12,0.9996701726548363,19240,false,62
LessArea,14,12,0.9722999087646127,1052907,false,62
CuttingLargerAngle2,14,13,0.9998468480583322,4982,false,62
DistanceFromG,14,13,0.9998468480583322,807688,false,62
CuttingEdges,14,13,0.9998468480583322,10189,false,62
LessArea,14,13,0.9998468480583322,1180340,false,62
CuttingLargerAngle2,14,3,0.41129229876825274,87510,false,66
DistanceFromG,14,3,0.048622324304254345,27037,false,66
CuttingEdges,14,3,1.8990921358566973E-4,79898,false,66
LessArea,14,3,0.0,1994378,false,66
CuttingLargerAngle2,14,4,0.732616948199319,49883,false,66
DistanceFromG,14,4,0.39397811952232514,57151,false,66
CuttingEdges,14,4,0.8835787108299663,70211,false,66
LessArea,14,4,0.5308670564454949,1213436,false,66
CuttingLargerAngle2,14,5,0.7976352559885516,46609,false,66
DistanceFromG,14,5,0.4175251055599209,41272,false,66
CuttingEdges,14,5,0.9233233453463957,68066,false,66
LessArea,14,5,0.43557893670623254,1212082,false,66
CuttingLargerAngle2,14,6,0.8845992234008669,47422,false,66
DistanceFromG,14,6,0.4221418230277492,55530,false,66
CuttingEdges,14,6,0.9566178814243279,60262,false,66
LessArea,14,6,0.8585886545058751,2288676,false,66
CuttingLargerAngle2,14,7,0.9392919300529666,44484,false,66
DistanceFromG,14,7,0.6951728822535568,84503,false,66
CuttingEdges,14,7,0.9803227360404593,63848,false,66
LessArea,14,7,0.924907282921673,2884942,false,66
CuttingLargerAngle2,14,8,0.9568911304662366,44606,false,66
DistanceFromG,14,8,0.8171388440361164,112483,false,66
CuttingEdges,14,8,0.9866304882366502,150443,false,66
LessArea,14,8,0.9406067970703911,1569956,false,66
CuttingLargerAngle2,14,9,0.9758756555019881,36045,false,66
DistanceFromG,14,9,0.8648343709434625,157925,false,66
CuttingEdges,14,9,0.9929658442819925,48473,false,66
LessArea,14,9,0.9505180488761115,1429706,false,66
CuttingLargerAngle2,14,10,0.9887643775320906,30743,false,66
DistanceFromG,14,10,0.8899442482435462,209062,false,66
CuttingEdges,14,10,0.9956151632673177,39990,false,66
LessArea,14,10,0.9612319542385267,1548935,false,66
CuttingLargerAngle2,14,11,0.9905433444997219,62778,false,66
DistanceFromG,14,11,0.9246905158692468,310055,false,66
CuttingEdges,14,11,0.9975294420097576,37293,false,66
LessArea,14,11,0.9659908646563046,4927278,false,66
CuttingLargerAngle2,14,12,0.9944113337955721,22526,false,66
DistanceFromG,14,12,0.9698790846004841,491354,false,66
CuttingEdges,14,12,0.9989514162317619,24913,false,66
LessArea,14,12,0.9692662843426172,1415589,false,66
CuttingLargerAngle2,14,13,0.9984872322535726,14719,false,66
DistanceFromG,14,13,0.995083944242487,501351,false,66
CuttingEdges,14,13,0.9995584253953528,17274,false,66
LessArea,14,13,0.9935901514321316,1524049,false,66
CuttingLargerAngle2,14,3,0.38273022067896806,54688,false,55
DistanceFromG,14,3,0.17137900713667378,25563,false,55
CuttingEdges,14,3,1.486116752802155E-4,148308,false,55
LessArea,14,3,1.5109546207528788E-4,2239105,false,55
CuttingLargerAngle2,14,4,0.7700652831938879,96558,false,55
DistanceFromG,14,4,0.24121548392373915,62322,false,55
CuttingEdges,14,4,0.8788672757359995,88342,false,55
LessArea,14,4,1.298523013735555E-4,1423834,false,55
CuttingLargerAngle2,14,5,0.8461106146041143,67360,false,55
DistanceFromG,14,5,0.3897019228802988,42851,false,55
CuttingEdges,14,5,0.9177490655340795,65552,false,55
LessArea,14,5,0.634877408578189,1209722,false,55
CuttingLargerAngle2,14,6,0.87037448157329,44062,false,55
DistanceFromG,14,6,0.419898164368435,65843,false,55
CuttingEdges,14,6,0.9596164865869858,60796,false,55
LessArea,14,6,0.6755090473091767,1209772,false,55
CuttingLargerAngle2,14,7,0.9203449498409831,43219,false,55
DistanceFromG,14,7,0.6419904980675769,135573,false,55
CuttingEdges,14,7,0.9734580699754868,60146,false,55
LessArea,14,7,0.6994746695726977,1475653,false,55
CuttingLargerAngle2,14,8,0.9669024303035838,38752,false,55
DistanceFromG,14,8,0.6891082225115366,134686,false,55
CuttingEdges,14,8,0.9838871313465575,83091,false,55
LessArea,14,8,0.7003054427335754,1907523,false,55
CuttingLargerAngle2,14,9,0.9837562568569128,39410,false,55
DistanceFromG,14,9,0.717143694574901,146782,false,55
CuttingEdges,14,9,0.9938786668470664,87203,false,55
LessArea,14,9,0.9606280344991409,1547684,false,55
CuttingLargerAngle2,14,10,0.9939013041413154,31345,false,55
DistanceFromG,14,10,0.82390410818843,205304,false,55
CuttingEdges,14,10,0.9969867461146728,46768,false,55
LessArea,14,10,0.9619637156753702,1333299,false,55
CuttingLargerAngle2,14,11,0.9950645847652936,25656,false,55
DistanceFromG,14,11,0.9198334094487652,376224,false,55
CuttingEdges,14,11,0.998283897792151,80154,false,55
LessArea,14,11,0.9755043993891899,1568463,false,55
CuttingLargerAngle2,14,12,0.997175167182212,39123,false,55
DistanceFromG,14,12,0.9666478082163769,415002,false,55
CuttingEdges,14,12,0.9988448596519888,41680,false,55
LessArea,14,12,0.9856665090324571,1329800,false,55
CuttingLargerAngle2,14,13,0.9992961733635349,25942,false,55
DistanceFromG,14,13,0.9985583509989299,573803,false,55
CuttingEdges,14,13,0.9996241839984943,28688,false,55
LessArea,14,13,0.9994386199106943,1830186,false,55
CuttingLargerAngle2,14,3,0.46759114504712945,50998,false,62
DistanceFromG,14,3,0.4745182131153768,27052,false,62
CuttingEdges,14,3,0.6430819765298147,72310,false,62
LessArea,14,3,0.6411211059145777,1011918,false,62
CuttingLargerAngle2,14,4,0.6652811676846085,53535,false,62
DistanceFromG,14,4,0.4766452922834678,43309,false,62
CuttingEdges,14,4,0.8000963347762358,74267,false,62
LessArea,14,4,0.7138935767988117,1008991,false,62
CuttingLargerAngle2,14,5,0.8675730916849236,72382,false,62
DistanceFromG,14,5,0.49696649505005197,48281,false,62
CuttingEdges,14,5,0.9586992788921403,66075,false,62
LessArea,14,5,0.7893855462452499,1178842,false,62
CuttingLargerAngle2,14,6,0.9018994290916164,69608,false,62
DistanceFromG,14,6,0.555129679315191,117854,false,62
CuttingEdges,14,6,0.9708832360959009,68612,false,62
LessArea,14,6,0.8241432470193228,1015225,false,62
CuttingLargerAngle2,14,7,0.9181690320334895,40088,false,62
DistanceFromG,14,7,0.6735624087099749,106770,false,62
CuttingEdges,14,7,0.9802681131404871,75447,false,62
LessArea,14,7,0.9090451463044801,1021919,false,62
CuttingLargerAngle2,14,8,0.9450294341119021,30503,false,62
DistanceFromG,14,8,0.7565737450750866,105585,false,62
CuttingEdges,14,8,0.9886436031335559,43309,false,62
LessArea,14,8,0.9739488794856125,1025562,false,62
CuttingLargerAngle2,14,9,0.9583701381340333,27242,false,62
DistanceFromG,14,9,0.8405381234051222,147280,false,62
CuttingEdges,14,9,0.9928638138191278,53155,false,62
LessArea,14,9,0.9762788300559927,1278028,false,62
CuttingLargerAngle2,14,10,0.9795257059050758,29242,false,62
DistanceFromG,14,10,0.8467259900759326,205001,false,62
CuttingEdges,14,10,0.9959065203183246,36969,false,62
LessArea,14,10,0.9823388840383818,2172618,false,62
CuttingLargerAngle2,14,11,0.9930158041456032,20657,false,62
DistanceFromG,14,11,0.9193160197376372,293488,false,62
CuttingEdges,14,11,0.9974372127958893,24087,false,62
LessArea,14,11,0.9947765053720441,1479250,false,62
CuttingLargerAngle2,14,12,0.9983464529477061,13934,false,62
DistanceFromG,14,12,0.9737499093574218,373386,false,62
CuttingEdges,14,12,0.9990296927820883,16559,false,62
LessArea,14,12,0.9990296927820883,938027,false,62
CuttingLargerAngle2,14,13,1.0,4471,false,62
DistanceFromG,14,13,0.9874999568368675,491605,false,62
CuttingEdges,14,13,1.0,5841,false,62
LessArea,14,13,1.0,922218,false,62
CuttingLargerAngle2,15,3,0.43049524660159616,56361,false,60
DistanceFromG,15,3,0.0026795591742364215,26597,false,60
CuttingEdges,15,3,0.37544656656126946,89053,false,60
LessArea,15,3,3.4606924392586586E-5,1946534,false,60
CuttingLargerAngle2,15,4,0.7503177573121496,65113,false,60
DistanceFromG,15,4,0.14692405746506046,61339,false,60
CuttingEdges,15,4,0.9065727984906253,106514,false,60
LessArea,15,4,2.7697261545371863E-5,1593429,false,60
CuttingLargerAngle2,15,5,0.8077510071227282,129790,false,60
DistanceFromG,15,5,0.532110688761546,47892,false,60
CuttingEdges,15,5,0.9274631044103737,79509,false,60
LessArea,15,5,0.33931147043066456,1783475,false,60
CuttingLargerAngle2,15,6,0.8957689595459697,50769,false,60
DistanceFromG,15,6,0.6012739389902656,54719,false,60
CuttingEdges,15,6,0.9473893437586756,69201,false,60
LessArea,15,6,0.5413926010056055,1573828,false,60
CuttingLargerAngle2,15,7,0.9315096024098448,44321,false,60
DistanceFromG,15,7,0.602774492127838,75727,false,60
CuttingEdges,15,7,0.9654150375428372,63779,false,60
LessArea,15,7,0.547244291625648,1766461,false,60
CuttingLargerAngle2,15,8,0.9531651008346065,45423,false,60
DistanceFromG,15,8,0.6279853160157252,166855,false,60
CuttingEdges,15,8,0.9819441116917511,83163,false,60
LessArea,15,8,0.9586981005364048,2685181,false,60
CuttingLargerAngle2,15,9,0.9653740948039771,40532,false,60
DistanceFromG,15,9,0.643986112227594,180062,false,60
CuttingEdges,15,9,0.9908070416876207,78907,false,60
LessArea,15,9,0.9747400958426835,1516953,false,60
CuttingLargerAngle2,15,10,0.9801363968801052,33307,false,60
DistanceFromG,15,10,0.9588879063838583,229681,false,60
CuttingEdges,15,10,0.9960936549400817,80556,false,60
LessArea,15,10,0.9789806183832391,1585983,false,60
CuttingLargerAngle2,15,11,0.9893794718533052,31105,false,60
DistanceFromG,15,11,0.9713057491856054,290754,false,60
CuttingEdges,15,11,0.9975735202939002,48232,false,60
LessArea,15,11,0.981584365811081,1884231,false,60
CuttingLargerAngle2,15,12,0.9909646370695929,48774,false,60
DistanceFromG,15,12,0.9869467188797911,406374,false,60
CuttingEdges,15,12,0.9984584771015504,49509,false,60
LessArea,15,12,0.9876529673786827,1878696,false,60
CuttingLargerAngle2,15,13,0.9932499351402451,20448,false,60
DistanceFromG,15,13,0.9896569015874475,535629,false,60
CuttingEdges,15,13,0.9990152399716175,35418,false,60
LessArea,15,13,0.9985567207148252,1941393,false,60
CuttingLargerAngle2,15,14,0.9992590971310679,14995,false,60
DistanceFromG,15,14,0.9910426164746954,653409,false,60
CuttingEdges,15,14,0.9994809946668843,18161,false,60
LessArea,15,14,0.9994424925557116,1556734,false,60
CuttingLargerAngle2,15,3,0.4879279086175638,54706,false,57
DistanceFromG,15,3,0.21731633743831544,29753,false,57
CuttingEdges,15,3,0.6111541689267375,88613,false,57
LessArea,15,3,2.809125760866054E-4,1948220,false,57
CuttingLargerAngle2,15,4,0.7329031565673504,60996,false,57
DistanceFromG,15,4,0.33218506098900297,71230,false,57
CuttingEdges,15,4,0.8422712475002556,189278,false,57
LessArea,15,4,2.448263220459584E-4,1481641,false,57
CuttingLargerAngle2,15,5,0.7980507015248829,122696,false,57
DistanceFromG,15,5,0.46093189439311183,45299,false,57
CuttingEdges,15,5,0.9052273242205594,78714,false,57
LessArea,15,5,2.5586027988897675E-4,1786697,false,57
CuttingLargerAngle2,15,6,0.90953684726798,48005,false,57
DistanceFromG,15,6,0.602550116413583,59691,false,57
CuttingEdges,15,6,0.9518806842418025,66704,false,57
LessArea,15,6,0.5981737649505657,1416486,false,57
CuttingLargerAngle2,15,7,0.9377247132947512,44769,false,57
DistanceFromG,15,7,0.6950513244790675,78233,false,57
CuttingEdges,15,7,0.9782396987607849,74211,false,57
LessArea,15,7,0.9191624484835325,4185200,false,57
CuttingLargerAngle2,15,8,0.9466662876957775,152265,false,57
DistanceFromG,15,8,0.7858685624752896,138949,false,57
CuttingEdges,15,8,0.9871579875876816,159893,false,57
LessArea,15,8,0.9401432740812705,1536706,false,57
CuttingLargerAngle2,15,9,0.959891834444777,62424,false,57
DistanceFromG,15,9,0.8985041952819551,165599,false,57
CuttingEdges,15,9,0.9917925580639658,50441,false,57
LessArea,15,9,0.9482633196628157,1408831,false,57
CuttingLargerAngle2,15,10,0.9825739268858109,32619,false,57
DistanceFromG,15,10,0.9408963113733874,204395,false,57
CuttingEdges,15,10,0.9945163524242544,45576,false,57
LessArea,15,10,0.9694520232153452,1398927,false,57
CuttingLargerAngle2,15,11,0.9856564137446122,33040,false,57
DistanceFromG,15,11,0.9521166771609729,565976,false,57
CuttingEdges,15,11,0.9963467814104616,96164,false,57
LessArea,15,11,0.9764093437973085,3840588,false,57
CuttingLargerAngle2,15,12,0.9924080414701276,38420,false,57
DistanceFromG,15,12,0.9599727636145319,446120,false,57
CuttingEdges,15,12,0.9979424015912387,50857,false,57
LessArea,15,12,0.9787778027287187,1595696,false,57
CuttingLargerAngle2,15,13,0.996190339927942,20044,false,57
DistanceFromG,15,13,0.9879779180272656,536034,false,57
CuttingEdges,15,13,0.9987116318360378,25431,false,57
LessArea,15,13,0.9982568408774865,1406782,false,57
CuttingLargerAngle2,15,14,0.9970135743236291,14107,false,57
DistanceFromG,15,14,0.9957534667818599,694119,false,57
CuttingEdges,15,14,0.9995875548636579,23710,false,57
LessArea,15,14,0.99912368020563,1779992,false,57
CuttingLargerAngle2,15,3,0.4539090393514043,72394,false,64
DistanceFromG,15,3,0.019515484958736357,43721,false,64
CuttingEdges,15,3,0.6333597148507579,120368,false,64
LessArea,15,3,1.36246786244376E-4,1842346,false,64
CuttingLargerAngle2,15,4,0.6956585081585082,63752,false,64
DistanceFromG,15,4,0.15884284319815423,43323,false,64
CuttingEdges,15,4,0.844417364948561,80532,false,64
LessArea,15,4,1.265818464431582E-4,1911974,false,64
CuttingLargerAngle2,15,5,0.8400814950319125,57457,false,64
DistanceFromG,15,5,0.16210133995918005,45907,false,64
CuttingEdges,15,5,0.9106981123728182,73275,false,64
LessArea,15,5,1.1265647395943966E-4,1484329,false,64
CuttingLargerAngle2,15,6,0.8852440618288636,68400,false,64
DistanceFromG,15,6,0.19667761114562074,57113,false,64
CuttingEdges,15,6,0.9557659290869766,70973,false,64
LessArea,15,6,0.7714344686630521,1520469,false,64
CuttingLargerAngle2,15,7,0.9274298557791417,51086,false,64
DistanceFromG,15,7,0.3950838583725264,122721,false,64
CuttingEdges,15,7,0.9805750017371091,67197,false,64
LessArea,15,7,0.7795561495286085,2603630,false,64
CuttingLargerAngle2,15,8,0.9487659773318186,82986,false,64
DistanceFromG,15,8,0.8227136391871506,105263,false,64
CuttingEdges,15,8,0.9879640923711869,67753,false,64
LessArea,15,8,0.8634522592868813,1572167,false,64
CuttingLargerAngle2,15,9,0.9654154682147559,50230,false,64
DistanceFromG,15,9,0.9332895554175171,171811,false,64
CuttingEdges,15,9,0.9926278400983223,57674,false,64
LessArea,15,9,0.8653241283935322,1568416,false,64
CuttingLargerAngle2,15,10,0.9848221867397045,36513,false,64
DistanceFromG,15,10,0.9554175170822611,202653,false,64
CuttingEdges,15,10,0.9959586959678226,47642,false,64
LessArea,15,10,0.8854291973935697,1512243,false,64
CuttingLargerAngle2,15,11,0.9864417995013343,35713,false,64
DistanceFromG,15,11,0.9598118732806815,355142,false,64
CuttingEdges,15,11,0.9968637466061122,98556,false,64
LessArea,15,11,0.9180672259043355,2788238,false,64
CuttingLargerAngle2,15,12,0.9937223735728972,26368,false,64
DistanceFromG,15,12,0.9658603247848079,445417,false,64
CuttingEdges,15,12,0.9975131715467109,40595,false,64
LessArea,15,12,0.9963317155385375,1672474,false,64
CuttingLargerAngle2,15,13,0.9967996927580525,29463,false,64
DistanceFromG,15,13,0.9892093353447511,501980,false,64
CuttingEdges,15,13,0.9987444832537236,25921,false,64
LessArea,15,13,0.9975604870621313,1498091,false,64
CuttingLargerAngle2,15,14,0.998597129575349,15391,false,64
DistanceFromG,15,14,0.9978844617978525,677194,false,64
CuttingEdges,15,14,0.9994042677568756,33661,false,64
LessArea,15,14,0.9982186286295451,1690326,false,64
CuttingLargerAngle2,15,3,0.48739010323585824,74255,false,70
DistanceFromG,15,3,0.00177966414715472,52850,false,70
CuttingEdges,15,3,0.5891962437925674,112580,false,70
LessArea,15,3,5.78292465136857E-6,1993200,false,70
CuttingLargerAngle2,15,4,0.7158048353550207,97890,false,70
DistanceFromG,15,4,0.1163363095138159,60762,false,70
CuttingEdges,15,4,0.8310692285090585,84806,false,70
LessArea,15,4,5.755617423147029E-6,1977225,false,70
CuttingLargerAngle2,15,5,0.897391121910698,51659,false,70
DistanceFromG,15,5,0.12052691490183305,43857,false,70
CuttingEdges,15,5,0.9420299373702226,82829,false,70
LessArea,15,5,0.6097739957921751,1472172,false,70
CuttingLargerAngle2,15,6,0.9313704710668645,47749,false,70
DistanceFromG,15,6,0.31773049169098316,56010,false,70
CuttingEdges,15,6,0.96768049134626,68705,false,70
LessArea,15,6,0.6186959218651291,1483355,false,70
CuttingLargerAngle2,15,7,0.9662074483084496,47914,false,70
DistanceFromG,15,7,0.6323885443354633,82944,false,70
CuttingEdges,15,7,0.9814656047681549,88014,false,70
LessArea,15,7,0.8887386102893043,2716538,false,70
CuttingLargerAngle2,15,8,0.9763876386968854,41154,false,70
DistanceFromG,15,8,0.6400343844544658,164474,false,70
CuttingEdges,15,8,0.9913854187101435,65980,false,70
LessArea,15,8,0.9561524822878663,1973244,false,70
CuttingLargerAngle2,15,9,0.983020458583577,51687,false,70
DistanceFromG,15,9,0.9413348824246413,148171,false,70
CuttingEdges,15,9,0.9942731861377493,100503,false,70
LessArea,15,9,0.961723054962971,1509859,false,70
CuttingLargerAngle2,15,10,0.9883977845238144,48483,false,70
DistanceFromG,15,10,0.947201058396489,222100,false,70
CuttingEdges,15,10,0.9968770658921663,45923,false,70
LessArea,15,10,0.9681499771245066,2015285,false,70
CuttingLargerAngle2,15,11,0.9954286984511379,58624,false,70
DistanceFromG,15,11,0.9501660460227864,327276,false,70
CuttingEdges,15,11,0.9981128674891406,105250,false,70
LessArea,15,11,0.9684072270751599,1755011,false,70
CuttingLargerAngle2,15,12,0.9972618299780981,24342,false,70
DistanceFromG,15,12,0.9780899838487084,464517,false,70
CuttingEdges,15,12,0.9988652428096919,34624,false,70
LessArea,15,12,0.96918649844349,1483161,false,70
CuttingLargerAngle2,15,13,0.9993259434268443,19161,false,70
DistanceFromG,15,13,0.9962828524322637,499826,false,70
CuttingEdges,15,13,0.9996201543531327,27583,false,70
LessArea,15,13,0.9716025498914846,1601086,false,70
CuttingLargerAngle2,15,14,0.9995979919235746,14715,false,70
DistanceFromG,15,14,0.999865685724743,726327,false,70
CuttingEdges,15,14,0.999738087163249,28244,false,70
LessArea,15,14,0.9987704692226191,2414576,false,70
CuttingLargerAngle2,15,3,0.33590950854717394,59703,false,72
DistanceFromG,15,3,0.0029603359225520084,31492,false,72
CuttingEdges,15,3,0.7572321386628821,84343,false,72
LessArea,15,3,1.0899522615649962E-4,1674552,false,72
CuttingLargerAngle2,15,4,0.6143427136599681,74481,false,72
DistanceFromG,15,4,0.15071169719781902,51369,false,72
CuttingEdges,15,4,0.8284501885902628,141064,false,72
LessArea,15,4,0.8147244706954984,1629158,false,72
CuttingLargerAngle2,15,5,0.7573809115428175,52459,false,72
DistanceFromG,15,5,0.2815710793982002,55269,false,72
CuttingEdges,15,5,0.9016057914654121,111666,false,72
LessArea,15,5,0.8373636016083842,1496978,false,72
CuttingLargerAngle2,15,6,0.8322896143713513,47842,false,72
DistanceFromG,15,6,0.29274883595757467,135286,false,72
CuttingEdges,15,6,0.9500458048071093,78218,false,72
LessArea,15,6,0.8595680369065702,5515254,false,72
CuttingLargerAngle2,15,7,0.9238525802360662,97183,false,72
DistanceFromG,15,7,0.3543407814844444,98815,false,72
CuttingEdges,15,7,0.9617531804504363,127670,false,72
LessArea,15,7,0.8669379002075773,1769717,false,72
CuttingLargerAngle2,15,8,0.9298791397334165,61633,false,72
DistanceFromG,15,8,0.4207253007340011,130829,false,72
CuttingEdges,15,8,0.9736670731086353,77262,false,72
LessArea,15,8,0.924945774279813,1724403,false,72
CuttingLargerAngle2,15,9,0.9438248634415805,40752,false,72
DistanceFromG,15,9,0.713378285217122,188624,false,72
CuttingEdges,15,9,0.9841860041673383,55395,false,72
LessArea,15,9,0.9310238469626435,1802304,false,72
CuttingLargerAngle2,15,10,0.9761490794053955,68407,false,72
DistanceFromG,15,10,0.9302754255252477,235526,false,72
CuttingEdges,15,10,0.9931828745850935,67843,false,72
LessArea,15,10,0.9816840684251544,1648446,false,72
CuttingLargerAngle2,15,11,0.9757415346050539,52211,false,72
DistanceFromG,15,11,0.958171891186457,286370,false,72
CuttingEdges,15,11,0.9960585878573246,39221,false,72
LessArea,15,11,0.994295297330645,1555312,false,72
CuttingLargerAngle2,15,12,0.9808029701416077,26132,false,72
DistanceFromG,15,12,0.9622529520410834,368803,false,72
CuttingEdges,15,12,0.9978754173441132,51002,false,72
LessArea,15,12,0.9973562775922141,1471753,false,72
CuttingLargerAngle2,15,13,0.9963469518997699,43485,false,72
DistanceFromG,15,13,0.9768739884904499,529376,false,72
CuttingEdges,15,13,0.9991767584144551,151375,false,72
LessArea,15,13,0.9976079756128978,2141795,false,72
CuttingLargerAngle2,15,14,0.9994666189991293,29578,false,72
DistanceFromG,15,14,0.9808407648947661,645307,false,72
CuttingEdges,15,14,0.9994288626979673,17370,false,72
LessArea,15,14,0.9994288626979673,1517669,false,72
CuttingLargerAngle2,16,3,0.5655107726891355,68131,false,55
DistanceFromG,16,3,0.3492662239049345,22029,false,55
CuttingEdges,16,3,0.6271741864151213,108572,false,55
LessArea,16,3,4.905461481816683E-5,1818203,false,55
CuttingLargerAngle2,16,4,0.7681598357040751,88067,false,55
DistanceFromG,16,4,0.7440146685235599,27276,false,55
CuttingEdges,16,4,0.8740113659543455,84454,false,55
LessArea,16,4,2.252640147615829E-4,1718913,false,55
CuttingLargerAngle2,16,5,0.8015497103472947,57733,false,55
DistanceFromG,16,5,0.8438145159597176,40247,false,55
CuttingEdges,16,5,0.9294383885541089,101684,false,55
LessArea,16,5,2.1978610162015524E-4,1944233,false,55
CuttingLargerAngle2,16,6,0.9128080541015728,64679,false,55
DistanceFromG,16,6,0.8553897726238882,72388,false,55
CuttingEdges,16,6,0.9591174036593105,99379,false,55
LessArea,16,6,1.1896562458304408E-4,2390623,false,55
CuttingLargerAngle2,16,7,0.9184926016460061,54950,false,55
DistanceFromG,16,7,0.8811786606574242,106408,false,55
CuttingEdges,16,7,0.9760696354267715,81300,false,55
LessArea,16,7,1.0913040269738119E-4,1908262,false,55
CuttingLargerAngle2,16,8,0.9270740210853414,50609,false,55
DistanceFromG,16,8,0.8887018776549958,101073,false,55
CuttingEdges,16,8,0.9898022961261719,64084,false,55
LessArea,16,8,0.6668591549835727,1701352,false,55
CuttingLargerAngle2,16,9,0.9624964940335512,44253,false,55
DistanceFromG,16,9,0.9126152101951838,140789,false,55
CuttingEdges,16,9,0.992134396453686,56157,false,55
LessArea,16,9,0.947617544994519,1866701,false,55
CuttingLargerAngle2,16,10,0.9862911936267528,49917,false,55
DistanceFromG,16,10,0.9241134851040304,218742,false,55
CuttingEdges,16,10,0.9943496996232761,130316,false,55
LessArea,16,10,0.9636668009150725,3159698,false,55
CuttingLargerAngle2,16,11,0.9870151075178912,78055,false,55
DistanceFromG,16,11,0.9342750768067968,394581,false,55
CuttingEdges,16,11,0.9966001746473075,61913,false,55
LessArea,16,11,0.9745547634519336,1912342,false,55
CuttingLargerAngle2,16,12,0.9936306286433154,43186,false,55
DistanceFromG,16,12,0.9542903331910337,439455,false,55
CuttingEdges,16,12,0.9986452515829194,50319,false,55
LessArea,16,12,0.9767674712661115,1822940,false,55
CuttingLargerAngle2,16,13,0.9960845666502024,44664,false,55
DistanceFromG,16,13,0.9846351414714712,575474,false,55
CuttingEdges,16,13,0.9989946626952503,34272,false,55
LessArea,16,13,0.9847610710739926,3273851,false,55
CuttingLargerAngle2,16,14,0.9990279387855576,25594,false,55
DistanceFromG,16,14,0.9871720402264663,759982,false,55
CuttingEdges,16,14,0.9994359645285145,61768,false,55
LessArea,16,14,0.9901712425285134,2149096,false,55
CuttingLargerAngle2,16,15,0.9995488187966857,16718,false,55
DistanceFromG,16,15,0.9997270646856695,961610,false,55
CuttingEdges,16,15,0.999706004776995,18375,false,55
LessArea,16,15,0.9995585938256385,1730361,false,55
CuttingLargerAngle2,16,3,0.4591834569233661,61100,false,71
DistanceFromG,16,3,0.06803619353837723,34208,false,71
CuttingEdges,16,3,0.5246745208238031,95776,false,71
LessArea,16,3,6.341352998576326E-6,2197115,false,71
CuttingLargerAngle2,16,4,0.6870409228574572,118252,false,71
DistanceFromG,16,4,0.0764012451844834,47802,false,71
CuttingEdges,16,4,0.7694428006088834,124636,false,71
LessArea,16,4,1.0958313416910749E-4,2267193,false,71
CuttingLargerAngle2,16,5,0.7688720902526444,66740,false,71
DistanceFromG,16,5,0.22108956943422012,41160,false,71
CuttingEdges,16,5,0.9326970861886077,78861,false,71
LessArea,16,5,0.8287492314736553,1890484,false,71
CuttingLargerAngle2,16,6,0.906724794827837,55115,false,71
DistanceFromG,16,6,0.5874715690578919,50113,false,71
CuttingEdges,16,6,0.9566216867943655,73540,false,71
LessArea,16,6,0.8436896352184936,1790592,false,71
CuttingLargerAngle2,16,7,0.9372992335957916,50172,false,71
DistanceFromG,16,7,0.7098376836663619,165163,false,71
CuttingEdges,16,7,0.9767880813537183,78084,false,71
LessArea,16,7,0.8452816599259108,2700027,false,71
CuttingLargerAngle2,16,8,0.9587770213866057,67596,false,71
DistanceFromG,16,8,0.7322094101879331,111814,false,71
CuttingEdges,16,8,0.984128025195631,62660,false,71
LessArea,16,8,0.9152268777989377,2153751,false,71
CuttingLargerAngle2,16,9,0.9714293996811966,46184,false,71
DistanceFromG,16,9,0.8917461962783113,142960,false,71
CuttingEdges,16,9,0.9900612718844158,58433,false,71
LessArea,16,9,0.9587451773324548,1745961,false,71
CuttingLargerAngle2,16,10,0.9849623298391805,39175,false,71
DistanceFromG,16,10,0.9007120527387786,197407,false,71
CuttingEdges,16,10,0.9935034417932829,51464,false,71
LessArea,16,10,0.9851133426404666,1896284,false,71
CuttingLargerAngle2,16,11,0.9864390514802658,42021,false,71
DistanceFromG,16,11,0.9023626154155951,316458,false,71
CuttingEdges,16,11,0.9966725830822064,47961,false,71
LessArea,16,11,0.988012895877238,3131734,false,71
CuttingLargerAngle2,16,12,0.9912692621485412,33386,false,71
DistanceFromG,16,12,0.9544675779973393,508207,false,71
CuttingEdges,16,12,0.9978183441303176,44428,false,71
LessArea,16,12,0.9955150758647778,4128822,false,71
