heuristic;points;hyperplane_budget;jaccard_index;time;exceptions
DistanceFromG2;13;12;0.9994723709232409;698211;false
CuttingSmallerAngle;13;3;0.02888341704324468;37104;false
CuttingSmallerAngle2;13;3;0.09047947288152629;44601;false
CuttingLargerAngle;13;3;0.5587846440113603;33988;false
CuttingLargerAngle2;13;3;0.5527192046383843;46687;false
DistanceFromG;13;3;0.0895637757600347;30434;false
CuttingEdges;13;3;0.6814274902433658;100982;false
LessArea;13;3;0.0;1208630;false
DistanceFromG2;13;3;0.5515620409362453;79595;false
CuttingSmallerAngle;13;4;0.1693761629615121;34387;false
CuttingSmallerAngle2;13;4;0.005423589293739748;42117;false
CuttingLargerAngle;13;4;0.8606090070931908;26111;false
CuttingLargerAngle2;13;4;0.8542466589203604;33375;false
DistanceFromG;13;4;0.1813905172293185;35219;false
CuttingEdges;13;4;0.9379813181154323;79602;false
LessArea;13;4;3.9914061408962944E-4;1236875;false
DistanceFromG2;13;4;0.7756306224379871;114728;false
CuttingSmallerAngle;13;5;0.3122437987044784;38287;false
CuttingSmallerAngle2;13;5;0.23624925190971088;37844;false
CuttingLargerAngle;13;5;0.8854946346377156;28086;false
CuttingLargerAngle2;13;5;0.8883503320354346;33995;false
DistanceFromG;13;5;0.6543643409768177;40562;false
CuttingEdges;13;5;0.9680208594321607;63043;false
LessArea;13;5;4.099664605154032E-4;1110803;false
DistanceFromG2;13;5;0.8673804160778992;123014;false
CuttingSmallerAngle;13;6;0.5831631154077536;22449;false
CuttingSmallerAngle2;13;6;0.4830185398982818;24644;false
CuttingLargerAngle;13;6;0.9336744687102144;20987;false
CuttingLargerAngle2;13;6;0.9361720194866141;24371;false
DistanceFromG;13;6;0.7025441750493165;45405;false
CuttingEdges;13;6;0.9820026348792816;49164;false
LessArea;13;6;1.1995112577689287E-4;1024451;false
DistanceFromG2;13;6;0.9214432614687242;164343;false
CuttingSmallerAngle;13;7;0.6933279236677533;21169;false
CuttingSmallerAngle2;13;7;0.6672508348956667;22613;false
CuttingLargerAngle;13;7;0.962935629643102;16816;false
CuttingLargerAngle2;13;7;0.9678465866308259;22145;false
DistanceFromG;13;7;0.7161744337339284;70482;false
CuttingEdges;13;7;0.9869248516468013;53063;false
LessArea;13;7;0.6969981090243852;2096605;false
DistanceFromG2;13;7;0.9302397974173511;346139;false
CuttingSmallerAngle;13;8;0.7094345034066902;46035;false
CuttingSmallerAngle2;13;8;0.8009717253081126;97685;false
CuttingLargerAngle;13;8;0.9765658883277138;38504;false
CuttingLargerAngle2;13;8;0.9790739619148128;50595;false
DistanceFromG;13;8;0.9347412454355947;131901;false
CuttingEdges;13;8;0.9912041320985933;41465;false
LessArea;13;8;0.7008655510879543;1667608;false
DistanceFromG2;13;8;0.9667480448256083;272916;false
CuttingSmallerAngle;13;9;0.7562187836646753;23730;false
CuttingSmallerAngle2;13;9;0.8728567515432915;28619;false
CuttingLargerAngle;13;9;0.9884368398226002;21494;false
CuttingLargerAngle2;13;9;0.990009134210829;19962;false
DistanceFromG;13;9;0.9370391874309218;171455;false
CuttingEdges;13;9;0.9949976297440529;35574;false
LessArea;13;9;0.8279206973572678;1043126;false
DistanceFromG2;13;9;0.9891293702869455;312885;false
CuttingSmallerAngle;13;10;0.8014256334205409;20047;false
CuttingSmallerAngle2;13;10;0.916246129677858;24710;false
CuttingLargerAngle;13;10;0.9907347818179274;12546;false
CuttingLargerAngle2;13;10;0.9919911833165027;15456;false
DistanceFromG;13;10;0.968000195867202;243535;false
CuttingEdges;13;10;0.9984410451572302;28525;false
LessArea;13;10;0.9871891769765813;1027532;false
DistanceFromG2;13;10;0.9805881612266883;468857;false
CuttingSmallerAngle;13;11;0.8534003945325069;19775;false
CuttingSmallerAngle2;13;11;0.9435574861601356;15583;false
CuttingLargerAngle;13;11;0.9987688347300531;10620;false
CuttingLargerAngle2;13;11;0.9980156776906827;12776;false
DistanceFromG;13;11;0.9767967318158288;393229;false
CuttingEdges;13;11;0.9989835709921812;50543;false
LessArea;13;11;0.9903305851283322;1863094;false
DistanceFromG2;13;11;0.9982826643535683;526008;false
CuttingSmallerAngle;13;12;0.9823054968731201;23308;false
CuttingSmallerAngle2;13;12;0.9959508504504128;15622;false
CuttingLargerAngle;13;12;0.9988807588455028;12804;false
CuttingLargerAngle2;13;12;0.9989268434907241;14848;false
DistanceFromG;13;12;0.9945996614295508;515923;false
CuttingEdges;13;12;0.9998563367727353;17642;false
LessArea;13;12;0.9910932799872889;1107961;false
DistanceFromG2;13;12;0.9998880758845503;585308;false
CuttingSmallerAngle;13;3;0.026619839035367916;34336;false
CuttingSmallerAngle2;13;3;5.820863295381896E-8;50264;false
CuttingLargerAngle;13;3;0.4613977020645464;25920;false
CuttingLargerAngle2;13;3;0.45939573461412087;28033;false
DistanceFromG;13;3;0.021098116514765793;18894;false
CuttingEdges;13;3;0.6203758334621631;100885;false
LessArea;13;3;1.1257972378179714E-4;1446080;false
DistanceFromG2;13;3;0.499764042671358;69711;false
CuttingSmallerAngle;13;4;0.12156136335181399;34785;false
CuttingSmallerAngle2;13;4;0.030615649068685594;46639;false
CuttingLargerAngle;13;4;0.7363281187298754;20015;false
CuttingLargerAngle2;13;4;0.7688470495806352;26250;false
DistanceFromG;13;4;0.10219039027663188;25777;false
CuttingEdges;13;4;0.8921223530510969;93923;false
LessArea;13;4;0.6182722978942818;1409332;false
DistanceFromG2;13;4;0.7585723136980452;163055;false
CuttingSmallerAngle;13;5;0.3553292648083288;28150;false
CuttingSmallerAngle2;13;5;0.18212067274684263;41246;false
CuttingLargerAngle;13;5;0.893090463150528;23624;false
CuttingLargerAngle2;13;5;0.9091886263021476;35187;false
DistanceFromG;13;5;0.552881729198034;43420;false
CuttingEdges;13;5;0.9479018192130196;82674;false
LessArea;13;5;0.6308956598379051;1091467;false
DistanceFromG2;13;5;0.7565690841324314;124449;false
CuttingSmallerAngle;13;6;0.389294278917614;32002;false
CuttingSmallerAngle2;13;6;0.4530874071707013;35113;false
CuttingLargerAngle;13;6;0.947826142787892;24917;false
CuttingLargerAngle2;13;6;0.9537287219672236;33233;false
DistanceFromG;13;6;0.5549299030167225;55681;false
CuttingEdges;13;6;0.9779097176673547;59145;false
LessArea;13;6;0.6315269158028806;899642;false
DistanceFromG2;13;6;0.8567690860586137;129060;false
CuttingSmallerAngle;13;7;0.6131038180142987;20865;false
CuttingSmallerAngle2;13;7;0.6648949980067662;24199;false
CuttingLargerAngle;13;7;0.9794444248259213;16965;false
CuttingLargerAngle2;13;7;0.9833418056708253;20821;false
DistanceFromG;13;7;0.6457750796957916;71486;false
CuttingEdges;13;7;0.9899000805858997;40807;false
LessArea;13;7;0.7646442686966566;907749;false
DistanceFromG2;13;7;0.8781882329524843;186316;false
CuttingSmallerAngle;13;8;0.7397406716597592;21604;false
CuttingSmallerAngle2;13;8;0.8222936293862244;23573;false
CuttingLargerAngle;13;8;0.985203709827061;14984;false
CuttingLargerAngle2;13;8;0.9869125367807501;24809;false
DistanceFromG;13;8;0.7959916146864978;121564;false
CuttingEdges;13;8;0.995479605756342;49904;false
LessArea;13;8;0.7670728365811854;1383121;false
DistanceFromG2;13;8;0.9433349277842162;374096;false
CuttingSmallerAngle;13;9;0.8513019387024594;26315;false
CuttingSmallerAngle2;13;9;0.9470195851163846;44163;false
CuttingLargerAngle;13;9;0.9960288542104739;26501;false
CuttingLargerAngle2;13;9;0.9954386828541073;44180;false
DistanceFromG;13;9;0.8238313691624638;215335;false
CuttingEdges;13;9;0.9972775384723425;86098;false
LessArea;13;9;0.781325064936626;1843781;false
DistanceFromG2;13;9;0.9590236824110666;436209;false
CuttingSmallerAngle;13;10;0.920666972715628;22280;false
CuttingSmallerAngle2;13;10;0.9939981826789486;25897;false
CuttingLargerAngle;13;10;0.9975088042581469;18423;false
CuttingLargerAngle2;13;10;0.9962236261911729;23401;false
DistanceFromG;13;10;0.8295906541636034;447293;false
CuttingEdges;13;10;0.9985252793536622;46255;false
LessArea;13;10;0.8581446881751399;1485748;false
DistanceFromG2;13;10;0.9615148781529196;378217;false
CuttingSmallerAngle;13;11;0.950041252403715;13371;false
CuttingSmallerAngle2;13;11;0.996037388903282;17906;false
CuttingLargerAngle;13;11;0.9995569780768354;12762;false
CuttingLargerAngle2;13;11;0.9971169883664102;12499;false
DistanceFromG;13;11;0.9583045743618719;359031;false
CuttingEdges;13;11;0.9993270236138252;20458;false
LessArea;13;11;0.9626372948364;1208317;false
DistanceFromG2;13;11;0.9881347171882875;522485;false
CuttingSmallerAngle;13;12;0.9538358314847334;16965;false
CuttingSmallerAngle2;13;12;0.9964607754952168;28718;false
CuttingLargerAngle;13;12;0.9996243944564475;14578;false
CuttingLargerAngle2;13;12;0.9995460224466359;14843;false
DistanceFromG;13;12;0.989174855616587;531385;false
CuttingEdges;13;12;0.999932583620388;56971;false
LessArea;13;12;0.9629322806103464;1211777;false
DistanceFromG2;13;12;0.9962054209189816;629025;false
CuttingSmallerAngle;13;3;8.111718456392072E-4;44041;false
CuttingSmallerAngle2;13;3;7.649497387625085E-4;46607;false
CuttingLargerAngle;13;3;0.49407807342965687;31680;false
CuttingLargerAngle2;13;3;0.4790174640576931;42295;false
DistanceFromG;13;3;0.19842454055301081;24769;false
CuttingEdges;13;3;0.4630908674238576;91775;false
LessArea;13;3;0.7249111301671367;1207365;false
DistanceFromG2;13;3;0.4973674124734416;82611;false
CuttingSmallerAngle;13;4;0.013648524448645009;70786;false
CuttingSmallerAngle2;4;13;null;null;true
CuttingLargerAngle;13;4;0.6925026139826677;44703;false
CuttingLargerAngle2;13;4;0.6454279591535589;156084;false
DistanceFromG;13;4;0.20622369738080798;33071;false
CuttingEdges;13;4;0.8170292353323741;96500;false
LessArea;13;4;0.7649103920238163;900617;false
DistanceFromG2;13;4;0.6976301130803321;107912;false
CuttingSmallerAngle;13;5;0.103978835112578;29938;false
CuttingSmallerAngle2;13;5;0.0;45011;false
CuttingLargerAngle;13;5;0.8011103379758657;30068;false
CuttingLargerAngle2;13;5;0.8430229680553741;49938;false
DistanceFromG;13;5;0.22293830256709843;71990;false
CuttingEdges;13;5;0.9047263338647019;63568;false
LessArea;13;5;0.7972157367662108;1284006;false
DistanceFromG2;13;5;0.7897613740804549;124130;false
CuttingSmallerAngle;13;6;0.32143986723572726;41900;false
CuttingSmallerAngle2;13;6;0.02807355195343356;79063;false
CuttingLargerAngle;13;6;0.8904769169516311;41736;false
CuttingLargerAngle2;13;6;0.8815245585760264;52370;false
DistanceFromG;13;6;0.5613532430129453;51013;false
CuttingEdges;13;6;0.9735965470714634;45485;false
LessArea;13;6;0.8247807600815048;1058259;false
DistanceFromG2;13;6;0.8994853896043491;191446;false
CuttingSmallerAngle;13;7;0.44610730538387405;28109;false
CuttingSmallerAngle2;13;7;0.23066437552778818;38618;false
CuttingLargerAngle;13;7;0.954972520623486;24805;false
CuttingLargerAngle2;13;7;0.9499093021656668;37163;false
DistanceFromG;13;7;0.7573517099725764;85617;false
CuttingEdges;13;7;0.9866273945485817;51820;false
LessArea;13;7;0.8844139690567261;1351308;false
DistanceFromG2;13;7;0.9343174063338382;255653;false
CuttingSmallerAngle;13;8;0.5388636896411867;41881;false
CuttingSmallerAngle2;13;8;0.526792769388346;52344;false
CuttingLargerAngle;13;8;0.9577148768172296;17147;false
CuttingLargerAngle2;13;8;0.9534569576207146;23429;false
DistanceFromG;13;8;0.7842543358623538;121922;false
CuttingEdges;13;8;0.9920348088501982;33303;false
LessArea;13;8;0.889177648268881;873668;false
DistanceFromG2;13;8;0.9613353823484542;335496;false
CuttingSmallerAngle;13;9;0.7257718225691822;23993;false
CuttingSmallerAngle2;13;9;0.7519148402218726;41302;false
CuttingLargerAngle;13;9;0.9697410575745962;21595;false
CuttingLargerAngle2;13;9;0.9641426046557938;33149;false
DistanceFromG;13;9;0.8261227102069977;349829;false
CuttingEdges;13;9;0.995847889067119;79574;false
LessArea;13;9;0.9136566762715927;2833720;false
DistanceFromG2;13;9;0.9716089854026277;408637;false
CuttingSmallerAngle;13;10;0.8013522011408499;26947;false
CuttingSmallerAngle2;13;10;0.8869568154428834;57621;false
CuttingLargerAngle;13;10;0.9775402144023934;25353;false
CuttingLargerAngle2;13;10;0.9820745002211696;31513;false
DistanceFromG;13;10;0.9492124563250939;272869;false
CuttingEdges;13;10;0.9972424061930375;46899;false
LessArea;13;10;0.9847792887980077;1300907;false
DistanceFromG2;13;10;0.9838212147484438;487511;false
CuttingSmallerAngle;13;11;0.8538699966883351;17593;false
CuttingSmallerAngle2;13;11;0.9382656435387278;55058;false
CuttingLargerAngle;13;11;0.9942548195886838;12422;false
CuttingLargerAngle2;13;11;0.9958788741863313;15341;false
DistanceFromG;13;11;0.9830770203946463;362917;false
CuttingEdges;13;11;0.9981300637189484;19599;false
LessArea;13;11;0.9989598314137703;886958;false
DistanceFromG2;13;11;0.996502286537152;572733;false
CuttingSmallerAngle;13;12;0.9888222008059625;15827;false
CuttingSmallerAngle2;13;12;0.9916015172725052;18956;false
CuttingLargerAngle;13;12;0.9991516184366709;13199;false
CuttingLargerAngle2;13;12;0.9992820014799063;17414;false
DistanceFromG;13;12;0.9951032011520129;840955;false
CuttingEdges;13;12;0.9992930417217708;48727;false
LessArea;13;12;0.9992930417217708;1568711;false
DistanceFromG2;13;12;0.9991888281543608;617385;false
CuttingSmallerAngle;14;3;2.7786568281632304E-4;48889;false
CuttingSmallerAngle2;14;3;0.0028321031089235996;59772;false
CuttingLargerAngle;14;3;0.6280459095855943;46501;false
CuttingLargerAngle2;14;3;0.5806320380110651;41644;false
DistanceFromG;14;3;7.757083645289019E-4;22536;false
CuttingEdges;14;3;0.758715261183561;118086;false
LessArea;14;3;3.589567110113235E-4;983057;false
DistanceFromG2;14;3;0.42701008806798446;60025;false
CuttingSmallerAngle;14;4;0.004167985242244846;24007;false
CuttingSmallerAngle2;14;4;0.1884568050880978;47171;false
CuttingLargerAngle;14;4;0.7222809685162744;22252;false
CuttingLargerAngle2;14;4;0.7622002492998751;29430;false
DistanceFromG;14;4;0.045407883666900795;22844;false
CuttingEdges;14;4;0.9276224506214428;72728;false
LessArea;14;4;0.6658605622476033;1000252;false
DistanceFromG2;14;4;0.8192946842751179;78170;false
CuttingSmallerAngle;14;5;0.025339806574610796;33343;false
CuttingSmallerAngle2;14;5;0.0;48394;false
CuttingLargerAngle;14;5;0.8507282396437145;29644;false
CuttingLargerAngle2;14;5;0.852415640094809;44689;false
DistanceFromG;14;5;0.6682592486820677;32210;false
CuttingEdges;14;5;0.9746398423147743;50680;false
LessArea;14;5;0.6694104294489845;1092973;false
DistanceFromG2;14;5;0.8992042235583788;132908;false
CuttingSmallerAngle;14;6;0.09678602026875786;34160;false
CuttingSmallerAngle2;14;6;4.041196451838669E-8;46210;false
CuttingLargerAngle;14;6;0.9301052030349107;39060;false
CuttingLargerAngle2;14;6;0.9288680224392895;80511;false
DistanceFromG;14;6;0.6778919256863668;100162;false
CuttingEdges;14;6;0.9844524592977796;120196;false
LessArea;14;6;0.7867268469646878;1395513;false
DistanceFromG2;14;6;0.908566753371051;130046;false
CuttingSmallerAngle;14;7;0.11962117645242708;30688;false
CuttingSmallerAngle2;14;7;0.07857201963805159;36555;false
CuttingLargerAngle;14;7;0.9747373783372826;22513;false
CuttingLargerAngle2;14;7;0.9698741098458626;47154;false
DistanceFromG;14;7;0.7680824952338317;89942;false
CuttingEdges;14;7;0.990891241974885;41804;false
LessArea;14;7;0.8021325755452345;1214188;false
DistanceFromG2;14;7;0.9747373783372826;331669;false
CuttingSmallerAngle;14;8;0.17559181531194282;27279;false
CuttingSmallerAngle2;14;8;0.31316894474634993;35069;false
CuttingLargerAngle;14;8;0.9751310213879391;22065;false
CuttingLargerAngle2;14;8;0.9705621627641184;34203;false
DistanceFromG;14;8;0.7939240037357498;112801;false
CuttingEdges;14;8;0.9945422314243887;44009;false
LessArea;14;8;0.9492074613068174;1820742;false
DistanceFromG2;14;8;0.9765087720652367;344028;false
CuttingSmallerAngle;14;9;0.3653678484626365;25179;false
CuttingSmallerAngle2;14;9;0.6328950811137027;51839;false
CuttingLargerAngle;14;9;0.9843005889208778;27816;false
CuttingLargerAngle2;14;9;0.9860323858476032;97137;false
DistanceFromG;14;9;0.8882594030518914;269381;false
CuttingEdges;14;9;0.9977365311109943;81565;false
LessArea;14;9;0.9601681781868967;1922731;false
DistanceFromG2;14;9;0.9884225145634814;348151;false
CuttingSmallerAngle;14;10;0.6816596581921994;20041;false
CuttingSmallerAngle2;14;10;0.8603644405413178;32605;false
CuttingLargerAngle;14;10;0.9850762972854067;18211;false
CuttingLargerAngle2;14;10;0.9865755643385605;40192;false
DistanceFromG;14;10;0.913730423976721;270317;false
CuttingEdges;14;10;0.9984025666439648;24007;false
LessArea;14;10;0.9760867974787982;1035592;false
DistanceFromG2;14;10;0.9933760271594461;325364;false
CuttingSmallerAngle;14;11;0.6981057829559045;18523;false
CuttingSmallerAngle2;14;11;0.8935426700525302;23531;false
CuttingLargerAngle;14;11;0.9872413340640172;15111;false
CuttingLargerAngle2;14;11;0.9880710735396037;15239;false
DistanceFromG;14;11;0.9150580044612879;528123;false
CuttingEdges;14;11;0.9991303027704016;30757;false
LessArea;14;11;0.9874431334856043;1199618;false
DistanceFromG2;14;11;0.9954785694996335;983648;false
CuttingSmallerAngle;14;12;0.7490876123606343;74948;false
CuttingSmallerAngle2;14;12;0.9001354154938225;38730;false
CuttingLargerAngle;14;12;0.9944349678524842;14902;false
CuttingLargerAngle2;14;12;0.9939949694109089;79900;false
DistanceFromG;14;12;0.9944349678524842;527027;false
CuttingEdges;14;12;0.9994431016158122;15018;false
LessArea;14;12;0.9901999386363219;1675612;false
DistanceFromG2;14;12;0.9954785694996335;780694;false
CuttingSmallerAngle;14;13;0.999645075421473;5054;false
CuttingSmallerAngle2;14;13;0.999645075421473;6670;false
CuttingLargerAngle;14;13;0.999645075421473;3591;false
CuttingLargerAngle2;14;13;0.999645075421473;5833;false
DistanceFromG;14;13;0.9949289512886021;722944;false
CuttingEdges;14;13;0.999645075421473;4243;false
LessArea;14;13;0.999645075421473;968047;false
DistanceFromG2;14;13;0.999367308360017;737522;false
CuttingSmallerAngle;14;3;0.012847893831936385;25897;false
CuttingSmallerAngle2;14;3;0.0019339916580504554;38048;false
CuttingLargerAngle;14;3;0.4946539866752633;24791;false
CuttingLargerAngle2;14;3;0.5194291231062114;33166;false
DistanceFromG;14;3;0.09719871588222652;14242;false
CuttingEdges;14;3;0.7010682635712066;60695;false
LessArea;14;3;2.27014406277384E-5;1336137;false
DistanceFromG2;14;3;0.49688373092628413;53947;false
CuttingSmallerAngle;14;4;0.03102836879432624;27505;false
CuttingSmallerAngle2;14;4;3.1664358940183097E-4;56848;false
CuttingLargerAngle;14;4;0.706472974425102;23953;false
CuttingLargerAngle2;14;4;0.7360696420815003;42741;false
DistanceFromG;14;4;0.2977715989684075;21727;false
CuttingEdges;14;4;0.8758223769377537;100651;false
LessArea;14;4;7.623311659299347E-5;2441816;false
DistanceFromG2;14;4;0.71235963356974;143902;false
CuttingSmallerAngle;14;5;0.051143079733505264;25815;false
CuttingSmallerAngle2;14;5;1.2401258236629737E-7;34848;false
CuttingLargerAngle;14;5;0.8930461530195573;22047;false
CuttingLargerAngle2;14;5;0.8938509878439255;40232;false
DistanceFromG;14;5;0.4301357994842037;32781;false
CuttingEdges;14;5;0.9405392604882066;52831;false
LessArea;14;5;0.7072938604797991;1587925;false
DistanceFromG2;14;5;0.8085139963464432;108187;false
CuttingSmallerAngle;14;6;0.12031888029228455;23111;false
CuttingSmallerAngle2;6;14;null;null;true
CuttingLargerAngle;14;6;0.9152630023640662;47218;false
CuttingLargerAngle2;14;6;0.9241633043835249;43341;false
DistanceFromG;14;6;0.5568114657210402;65695;false
CuttingEdges;14;6;0.9632497351217776;48857;false
LessArea;14;6;0.7136830519457815;1211349;false
DistanceFromG2;14;6;0.9125161186331399;145620;false
CuttingSmallerAngle;14;7;0.13626289490651192;21146;false
CuttingSmallerAngle2;7;14;null;null;true
CuttingLargerAngle;14;7;0.9553077315710294;20579;false
CuttingLargerAngle2;14;7;0.9584482504777218;28445;false
DistanceFromG;14;7;0.6156075381474317;70164;false
CuttingEdges;14;7;0.97787078854685;43341;false
LessArea;14;7;0.798723169326552;1128081;false
DistanceFromG2;14;7;0.943420239630346;295608;false
CuttingSmallerAngle;14;8;0.2846416290565227;32115;false
CuttingSmallerAngle2;14;8;0.0;43398;false
CuttingLargerAngle;14;8;0.9750429830217064;27601;false
CuttingLargerAngle2;14;8;0.9794448871408495;41611;false
DistanceFromG;14;8;0.7153583709434773;205072;false
CuttingEdges;14;8;0.9872810168266234;114816;false
LessArea;14;8;0.7993934862220085;2356074;false
DistanceFromG2;14;8;0.9619365194498173;357568;false
CuttingSmallerAngle;14;9;0.38439246185256826;32934;false
CuttingSmallerAngle2;14;9;0.12329207615330712;46370;false
CuttingLargerAngle;14;9;0.9893885665162261;24863;false
CuttingLargerAngle2;14;9;0.9900287742033553;38285;false
DistanceFromG;14;9;0.920625805931657;303834;false
CuttingEdges;14;9;0.9930997091098207;61691;false
LessArea;14;9;0.8938675915063437;1470186;false
DistanceFromG2;14;9;0.9796804480980013;427338;false
CuttingSmallerAngle;14;10;0.5096241672039544;17464;false
CuttingSmallerAngle2;14;10;0.32930184383142547;33659;false
CuttingLargerAngle;14;10;0.9973001289490652;14661;false
CuttingLargerAngle2;14;10;0.9967629705364457;23222;false
DistanceFromG;14;10;0.9717957500537288;255554;false
CuttingEdges;14;10;0.9978401181927226;31140;false
LessArea;14;10;0.9404367459686704;1197976;false
DistanceFromG2;14;10;0.9973001289490652;526309;false
CuttingSmallerAngle;14;11;0.5713215935955298;14649;false
CuttingSmallerAngle2;14;11;0.5477972285075473;18839;false
CuttingLargerAngle;14;11;0.9986769288630991;13519;false
CuttingLargerAngle2;14;11;0.9980123617630268;19203;false
DistanceFromG;14;11;0.9955472275951;685953;false
CuttingEdges;14;11;0.9985437192397265;48858;false
LessArea;14;11;0.9581343812818295;2549580;false
DistanceFromG2;14;11;0.997682946486138;1071666;false
CuttingSmallerAngle;14;12;0.7850009402535998;30295;false
CuttingSmallerAngle2;14;12;0.7830080336535841;25964;false
CuttingLargerAngle;14;12;0.9996037502686439;17288;false
CuttingLargerAngle2;14;12;0.9988314708420252;22357;false
DistanceFromG;14;12;0.9982403825488931;897473;false
CuttingEdges;14;12;0.999131089531736;31863;false
LessArea;14;12;0.9586946998518543;1299963;false
DistanceFromG2;14;12;0.9990597464001719;582056;false
CuttingSmallerAngle;14;13;0.9028012841177735;15337;false
CuttingSmallerAngle2;14;13;0.9160817951552528;18859;false
CuttingLargerAngle;14;13;0.9999865678057167;11008;false
CuttingLargerAngle2;14;13;0.9995179301782855;15403;false
DistanceFromG;14;13;0.9986232000859661;900323;false
CuttingEdges;14;13;0.9995197990543735;31689;false
LessArea;14;13;0.9894460674651585;1494758;false
DistanceFromG2;14;13;0.9996171824629272;1028998;false
CuttingSmallerAngle;14;3;0.00678897500030803;53261;false
CuttingSmallerAngle2;14;3;0.0687038274462595;75994;false
CuttingLargerAngle;14;3;0.5278397259767622;40655;false
CuttingLargerAngle2;14;3;0.44010851391287953;72002;false
DistanceFromG;14;3;0.08058057441381944;32491;false
CuttingEdges;14;3;0.742417997999041;181623;false
LessArea;14;3;1.0338617935779197E-5;2211469;false
DistanceFromG2;14;3;0.5332733702147583;85366;false
CuttingSmallerAngle;14;4;0.03193652123556881;34872;false
CuttingSmallerAngle2;4;14;null;null;true
CuttingLargerAngle;14;4;0.5898645901356563;36800;false
CuttingLargerAngle2;14;4;0.6542141813653541;52057;false
DistanceFromG;14;4;0.5426908654813684;31627;false
CuttingEdges;14;4;0.8513444261055727;93226;false
LessArea;14;4;0.7503982861175593;1325625;false
DistanceFromG2;14;4;0.6821749362378482;93311;false
CuttingSmallerAngle;14;5;0.10537902030121199;23548;false
CuttingSmallerAngle2;14;5;0.0028797165900114503;32444;false
CuttingLargerAngle;14;5;0.7714460557821285;21375;false
CuttingLargerAngle2;14;5;0.7599619701413478;30612;false
DistanceFromG;14;5;0.5955118016452894;27012;false
CuttingEdges;14;5;0.9456779117387866;62937;false
LessArea;14;5;0.8482522329544272;1215776;false
DistanceFromG2;14;5;0.7933942000057499;102517;false
CuttingSmallerAngle;14;6;0.16509160803834355;24304;false
CuttingSmallerAngle2;6;14;null;null;true
CuttingLargerAngle;14;6;0.8347523235708448;29912;false
CuttingLargerAngle2;14;6;0.8681294447399839;51277;false
DistanceFromG;14;6;0.724547504343219;87821;false
CuttingEdges;14;6;0.9655765669850208;94959;false
LessArea;14;6;0.8626715322545119;1750999;false
DistanceFromG2;14;6;0.7979735751571978;197296;false
CuttingSmallerAngle;14;7;0.3369023710074215;37126;false
CuttingSmallerAngle2;7;14;null;null;true
CuttingLargerAngle;14;7;0.9399999178587417;33519;false
CuttingLargerAngle2;14;7;0.9399737352593244;56377;false
DistanceFromG;14;7;0.7657002747625091;176601;false
CuttingEdges;14;7;0.9856239514445635;98778;false
LessArea;14;7;0.869834573297152;1543963;false
DistanceFromG2;14;7;0.9006624692483665;189790;false
CuttingSmallerAngle;14;8;0.47321168212975856;28183;false
CuttingSmallerAngle2;14;8;0.10119236928965161;27989;false
CuttingLargerAngle;14;8;0.9508507780830695;21213;false
CuttingLargerAngle2;14;8;0.9583176012785962;39562;false
DistanceFromG;14;8;0.7912872767297923;132295;false
CuttingEdges;14;8;0.9896934500322403;44087;false
LessArea;14;8;0.9268774780363356;1248149;false
DistanceFromG2;14;8;0.9472365627169043;250658;false
CuttingSmallerAngle;14;9;0.5213546736322454;28972;false
CuttingSmallerAngle2;14;9;0.295915353792417;35706;false
CuttingLargerAngle;14;9;0.9603134510417565;16953;false
CuttingLargerAngle2;14;9;0.9678307903309945;23298;false
DistanceFromG;14;9;0.8883782440663208;163665;false
CuttingEdges;14;9;0.9917839373535312;38949;false
LessArea;14;9;0.9404978644420598;1508805;false
DistanceFromG2;14;9;0.9650981793390093;268539;false
CuttingSmallerAngle;14;10;0.6511871465358978;25527;false
CuttingSmallerAngle2;14;10;0.5256161520698415;35336;false
CuttingLargerAngle;14;10;0.9863152663635654;18863;false
CuttingLargerAngle2;14;10;0.9871526769529276;30638;false
DistanceFromG;14;10;0.9238591605984812;273251;false
CuttingEdges;14;10;0.9940062152698367;58212;false
LessArea;14;10;0.9740972534787301;1495190;false
DistanceFromG2;14;10;0.9801834214298328;414534;false
CuttingSmallerAngle;14;11;0.7810031911878859;23378;false
CuttingSmallerAngle2;14;11;0.7223903030823347;29913;false
CuttingLargerAngle;14;11;0.9925497878702004;19763;false
CuttingLargerAngle2;14;11;0.9916079527422421;27936;false
DistanceFromG;14;11;0.939930097789168;483468;false
CuttingEdges;14;11;0.9961751854134964;43661;false
LessArea;14;11;0.9762458821709761;1330372;false
DistanceFromG2;14;11;0.9895434178156175;1018149;false
CuttingSmallerAngle;14;12;0.8360296201377508;19914;false
CuttingSmallerAngle2;14;12;0.8705831050747155;25013;false
CuttingLargerAngle;14;12;0.9963323928159256;16159;false
CuttingLargerAngle2;14;12;0.9954783999144922;25943;false
DistanceFromG;14;12;0.9941351141558138;1042943;false
CuttingEdges;14;12;0.9973948214578356;37361;false
LessArea;14;12;0.9777498311630709;1898632;false
DistanceFromG2;14;12;0.9963323928159256;836199;false
CuttingSmallerAngle;14;13;0.9349112669056977;34727;false
CuttingSmallerAngle2;14;13;0.9526594039796055;59270;false
CuttingLargerAngle;14;13;0.9979177191015389;20344;false
CuttingLargerAngle2;14;13;0.9979184823434741;44793;false
DistanceFromG;14;13;0.9979177191015389;1283183;false
CuttingEdges;14;13;0.9988597883371143;41818;false
